# Gene Family	SRS1007613.ko	tiny-test-data-mt.ko
K07657: two-component system, OmpR family, phosphate regulon response regulator PhoB	77.358	0
K07657: two-component system, OmpR family, phosphate regulon response regulator PhoB|g__Escherichia.s__Escherichia_coli	22.605	0
K07657: two-component system, OmpR family, phosphate regulon response regulator PhoB|unclassified	54.753	0
K07662: two-component system, OmpR family, response regulator CpxR	31.062	0
K07662: two-component system, OmpR family, response regulator CpxR|g__Escherichia.s__Escherichia_coli	31.062	0
K07665: two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	32.836	0
K07665: two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR|g__Escherichia.s__Escherichia_coli	8.787	0
K07665: two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.049	0
K07675: two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	26.849	0
K07675: two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]|g__Escherichia.s__Escherichia_coli	10.185	0
K07675: two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]|g__Staphylococcus.s__Staphylococcus_epidermidis	16.664	0
K07689: two-component system, NarL family, invasion response regulator UvrY	82.745	0
K07689: two-component system, NarL family, invasion response regulator UvrY|g__Escherichia.s__Escherichia_coli	57.941	0
K07689: two-component system, NarL family, invasion response regulator UvrY|unclassified	24.804	0
K07690: two-component system, NarL family, response regulator EvgA	21.549	0
K07690: two-component system, NarL family, response regulator EvgA|g__Escherichia.s__Escherichia_coli	21.549	0
K07708: two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	56.059	0
K07708: two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]|g__Chromobacterium.s__Chromobacterium_violaceum	56.059	0
K07711: two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	63.348	0
K07711: two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]|unclassified	63.348	0
K07715: two-component system, NtrC family, response regulator GlrR	15.12	0
K07715: two-component system, NtrC family, response regulator GlrR|g__Chromobacterium.s__Chromobacterium_violaceum	11.42	0
K07715: two-component system, NtrC family, response regulator GlrR|g__Escherichia.s__Escherichia_coli	3.699	0
K07726: putative transcriptional regulator	180.71	0
K07726: putative transcriptional regulator|g__Escherichia.s__Escherichia_coli	180.71	0
K07735: putative transcriptional regulator	262.561	0
K07735: putative transcriptional regulator|g__Chromobacterium.s__Chromobacterium_violaceum	14.475	0
K07735: putative transcriptional regulator|g__Corynebacterium.s__Corynebacterium_glutamicum	29.873	0
K07735: putative transcriptional regulator|g__Escherichia.s__Escherichia_coli	98.519	0
K07735: putative transcriptional regulator|g__Polaromonas.s__Polaromonas_naphthalenivorans	67.331	0
K07735: putative transcriptional regulator|unclassified	52.364	0
K07736: CarD family transcriptional regulator	16.517	0
K07736: CarD family transcriptional regulator|g__Roseobacter.s__Roseobacter_denitrificans	16.517	0
K07738: transcriptional repressor NrdR	643.15	0
K07738: transcriptional repressor NrdR|g__Chromobacterium.s__Chromobacterium_violaceum	497.572	0
K07738: transcriptional repressor NrdR|g__Polaromonas.s__Polaromonas_naphthalenivorans	49.143	0
K07738: transcriptional repressor NrdR|unclassified	96.435	0
K07740: regulator of sigma D	183.885	0
K07740: regulator of sigma D|g__Escherichia.s__Escherichia_coli	173.068	0
K07740: regulator of sigma D|unclassified	10.817	0
K07768: two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]	10.103	0
K07768: two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]|unclassified	10.103	0
K07771: two-component system, OmpR family, response regulator BasR	77.97	0
K07771: two-component system, OmpR family, response regulator BasR|g__Escherichia.s__Escherichia_coli	77.97	0
K07772: two-component system, OmpR family, torCAD operon response regulator TorR	12.324	0
K07772: two-component system, OmpR family, torCAD operon response regulator TorR|g__Escherichia.s__Escherichia_coli	12.324	0
K07787: copper/silver efflux system protein	33.522	0
K07787: copper/silver efflux system protein|g__Escherichia.s__Escherichia_coli	12.958	0
K07787: copper/silver efflux system protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.565	0
K07789: multidrug efflux pump	10.147	0
K07789: multidrug efflux pump|g__Escherichia.s__Escherichia_coli	4.294	0
K07789: multidrug efflux pump|g__Staphylococcus.s__Staphylococcus_epidermidis	5.854	0
K07796: outer membrane protein, copper/silver efflux system	33.311	0
K07796: outer membrane protein, copper/silver efflux system|g__Escherichia.s__Escherichia_coli	33.311	0
K07798: membrane fusion protein, copper/silver efflux system	8.694	0
K07798: membrane fusion protein, copper/silver efflux system|unclassified	8.694	0
K07803: zinc resistance-associated protein	30.409	0
K07803: zinc resistance-associated protein|g__Escherichia.s__Escherichia_coli	30.409	0
K07814: putative two-component system response regulator	72.221	0
K07814: putative two-component system response regulator|g__Chromobacterium.s__Chromobacterium_violaceum	72.221	0
K08084: type IV fimbrial biogenesis protein FimT	54.362	0
K08084: type IV fimbrial biogenesis protein FimT|g__Polaromonas.s__Polaromonas_naphthalenivorans	23.143	0
K08084: type IV fimbrial biogenesis protein FimT|unclassified	31.219	0
K08137: MFS transporter, SP family, galactose:H+ symporter	58.696	0
K08137: MFS transporter, SP family, galactose:H+ symporter|g__Escherichia.s__Escherichia_coli	58.696	0
K08154: MFS transporter, DHA1 family, 2-module integral membrane pump EmrD	30.881	0
K08154: MFS transporter, DHA1 family, 2-module integral membrane pump EmrD|unclassified	30.881	0
K08160: MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein	35.484	0
K08160: MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein|g__Chromobacterium.s__Chromobacterium_violaceum	16.894	0
K08160: MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein|g__Escherichia.s__Escherichia_coli	18.591	0
K08162: MFS transporter, DHA1 family, multidrug resistance protein	17.836	0
K08162: MFS transporter, DHA1 family, multidrug resistance protein|g__Escherichia.s__Escherichia_coli	17.836	0
K08163: MFS transporter, DHA1 family, multidrug resistance protein	47.831	0
K08163: MFS transporter, DHA1 family, multidrug resistance protein|g__Escherichia.s__Escherichia_coli	47.831	0
K08169: MFS transporter, DHA2 family, multidrug resistance protein	7.641	0
K08169: MFS transporter, DHA2 family, multidrug resistance protein|unclassified	7.641	0
K08191: MFS transporter, ACS family, hexuronate transporter	10.674	0
K08191: MFS transporter, ACS family, hexuronate transporter|unclassified	10.674	0
K08218: MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG	32.91	0
K08218: MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.91	0
K08224: MFS transporter, YNFM family, putative membrane transport protein	136.161	0
K08224: MFS transporter, YNFM family, putative membrane transport protein|g__Escherichia.s__Escherichia_coli	136.161	0
K08227: MFS transporter, LPLT family, lysophospholipid transporter	28.207	0
K08227: MFS transporter, LPLT family, lysophospholipid transporter|g__Escherichia.s__Escherichia_coli	28.207	0
K08234: glyoxylase I family protein	14.422	0
K08234: glyoxylase I family protein|unclassified	14.422	0
K08289: phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]	38.943	0
K08289: phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]|g__Corynebacterium.s__Corynebacterium_glutamicum	4.744	0
K08289: phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]|g__Escherichia.s__Escherichia_coli	34.199	0
K08296: phosphohistidine phosphatase [EC:3.1.3.-]	222.227	0
K08296: phosphohistidine phosphatase [EC:3.1.3.-]|g__Escherichia.s__Escherichia_coli	222.227	0
K08301: ribonuclease G [EC:3.1.26.-]	39.084	0
K08301: ribonuclease G [EC:3.1.26.-]|g__Escherichia.s__Escherichia_coli	10.24	0
K08301: ribonuclease G [EC:3.1.26.-]|g__Staphylococcus.s__Staphylococcus_epidermidis	28.845	0
K08303: putative protease [EC:3.4.-.-]	38.47	0
K08303: putative protease [EC:3.4.-.-]|g__Chromobacterium.s__Chromobacterium_violaceum	8.38	0
K08303: putative protease [EC:3.4.-.-]|g__Escherichia.s__Escherichia_coli	3.504	0
K08303: putative protease [EC:3.4.-.-]|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.532	0
K08303: putative protease [EC:3.4.-.-]|unclassified	12.053	0
K08304: membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]	32.084	0
K08304: membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]|g__Escherichia.s__Escherichia_coli	16.652	0
K08304: membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]|g__Staphylococcus.s__Staphylococcus_epidermidis	15.431	0
K08307: membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]	29.281	0
K08307: membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]|g__Escherichia.s__Escherichia_coli	29.281	0
K08310: dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]	92.572	0
K08310: dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]|g__Escherichia.s__Escherichia_coli	92.572	0
K08313: fructose-6-phosphate aldolase 1 [EC:4.1.2.-]	107.512	0
K08313: fructose-6-phosphate aldolase 1 [EC:4.1.2.-]|g__Escherichia.s__Escherichia_coli	40.044	0
K08313: fructose-6-phosphate aldolase 1 [EC:4.1.2.-]|g__Staphylococcus.s__Staphylococcus_epidermidis	67.467	0
K08315: hydrogenase 3 maturation protease [EC:3.4.23.51]	325.683	0
K08315: hydrogenase 3 maturation protease [EC:3.4.23.51]|g__Escherichia.s__Escherichia_coli	325.683	0
K08317: uncharacterized oxidoreductase [EC:1.1.-.-]	25.778	0
K08317: uncharacterized oxidoreductase [EC:1.1.-.-]|g__Escherichia.s__Escherichia_coli	25.778	0
K08321: 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase [EC:2.3.1.245]	109.848	0
K08321: 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase [EC:2.3.1.245]|g__Escherichia.s__Escherichia_coli	109.848	0
K08323: mannonate dehydratase [EC:4.2.1.8]	16.659	0
K08323: mannonate dehydratase [EC:4.2.1.8]|unclassified	16.659	0
K08350: formate dehydrogenase-N, gamma subunit	66.759	0
K08350: formate dehydrogenase-N, gamma subunit|g__Escherichia.s__Escherichia_coli	66.759	0
K08354: thiosulfate reductase cytochrome b subunit	45.242	0
K08354: thiosulfate reductase cytochrome b subunit|g__Escherichia.s__Escherichia_coli	45.242	0
K08368: MFS transporter, putative metabolite transport protein	55.371	0
K08368: MFS transporter, putative metabolite transport protein|g__Escherichia.s__Escherichia_coli	27.728	0
K08368: MFS transporter, putative metabolite transport protein|g__Staphylococcus.s__Staphylococcus_epidermidis	27.643	0
K08369: MFS transporter, putative metabolite:H+ symporter	16.958	0
K08369: MFS transporter, putative metabolite:H+ symporter|g__Corynebacterium.s__Corynebacterium_glutamicum	16.958	0
K08483: phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]	13.697	0
K08483: phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]|g__Escherichia.s__Escherichia_coli	2.547	0
K08483: phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]|g__Staphylococcus.s__Staphylococcus_epidermidis	11.15	0
K08591: acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	26.282	0
K08591: acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.282	0
K08680: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]	23.179	0
K08680: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]|g__Escherichia.s__Escherichia_coli	23.179	0
K08686: 2-halobenzoate 1,2-dioxygenase large subunit [EC:1.14.12.13]	11.447	0
K08686: 2-halobenzoate 1,2-dioxygenase large subunit [EC:1.14.12.13]|g__Corynebacterium.s__Corynebacterium_glutamicum	4.262	0
K08686: 2-halobenzoate 1,2-dioxygenase large subunit [EC:1.14.12.13]|g__Escherichia.s__Escherichia_coli	7.185	0
K08689: biphenyl 2,3-dioxygenase subunit alpha [EC:1.14.12.18]	13.952	0
K08689: biphenyl 2,3-dioxygenase subunit alpha [EC:1.14.12.18]|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.952	0
K08723: 5'-nucleotidase [EC:3.1.3.5]	92.634	0
K08723: 5'-nucleotidase [EC:3.1.3.5]|g__Escherichia.s__Escherichia_coli	92.634	0
K08968: L-methionine (R)-S-oxide reductase [EC:1.8.4.14]	295.998	0
K08968: L-methionine (R)-S-oxide reductase [EC:1.8.4.14]|g__Escherichia.s__Escherichia_coli	295.998	0
K08970: nickel/cobalt transporter (NicO) family protein	35.659	0
K08970: nickel/cobalt transporter (NicO) family protein|g__Chromobacterium.s__Chromobacterium_violaceum	35.659	0
K08973: putative membrane protein	52.376	0
K08973: putative membrane protein|g__Chromobacterium.s__Chromobacterium_violaceum	52.376	0
K08990: putative membrane protein	54.005	0
K08990: putative membrane protein|g__Escherichia.s__Escherichia_coli	54.005	0
K08997: uncharacterized protein	12.345	0
K08997: uncharacterized protein|g__Escherichia.s__Escherichia_coli	12.345	0
K09007: GTP cyclohydrolase IB [EC:3.5.4.16]	18.123	0
K09007: GTP cyclohydrolase IB [EC:3.5.4.16]|g__Roseobacter.s__Roseobacter_denitrificans	18.123	0
K09014: Fe-S cluster assembly protein SufB	24.334	0
K09014: Fe-S cluster assembly protein SufB|g__Corynebacterium.s__Corynebacterium_glutamicum	24.334	0
K09015: Fe-S cluster assembly protein SufD	21.372	0
K09015: Fe-S cluster assembly protein SufD|g__Escherichia.s__Escherichia_coli	21.372	0
K09016: putative pyrimidine permease RutG	20.647	0
K09016: putative pyrimidine permease RutG|g__Escherichia.s__Escherichia_coli	20.647	0
K09017: TetR/AcrR family transcriptional regulator	126.706	0
K09017: TetR/AcrR family transcriptional regulator|g__Corynebacterium.s__Corynebacterium_glutamicum	126.706	0
K09018: pyrimidine oxygenase [EC:1.14.99.46]	113.507	0
K09018: pyrimidine oxygenase [EC:1.14.99.46]|g__Escherichia.s__Escherichia_coli	55.117	0
K09018: pyrimidine oxygenase [EC:1.14.99.46]|g__Staphylococcus.s__Staphylococcus_epidermidis	58.39	0
K09020: ureidoacrylate peracid hydrolase [EC:3.5.1.110]	46.927	0
K09020: ureidoacrylate peracid hydrolase [EC:3.5.1.110]|g__Escherichia.s__Escherichia_coli	46.927	0
K09022: 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	54.779	0
K09022: 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]|g__Escherichia.s__Escherichia_coli	48.1	0
K09022: 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]|unclassified	6.679	0
K09131: uncharacterized protein	987.963	0
K09131: uncharacterized protein|g__Chromobacterium.s__Chromobacterium_violaceum	847.695	0
K09131: uncharacterized protein|g__Escherichia.s__Escherichia_coli	140.268	0
K09159: antitoxin CptB	81.361	0
K09159: antitoxin CptB|g__Escherichia.s__Escherichia_coli	81.361	0
K09160: uncharacterized protein	73.389	0
K09160: uncharacterized protein|g__Escherichia.s__Escherichia_coli	73.389	0
K09181: acetyltransferase	16.776	0
K09181: acetyltransferase|g__Escherichia.s__Escherichia_coli	16.776	0
K09458: 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	12.824	0
K09458: 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]|g__Staphylococcus.s__Staphylococcus_epidermidis	12.824	0
K09470: gamma-glutamylputrescine synthase [EC:6.3.1.11]	21.839	0
K09470: gamma-glutamylputrescine synthase [EC:6.3.1.11]|g__Escherichia.s__Escherichia_coli	21.839	0
K09471: gamma-glutamylputrescine oxidase [EC:1.4.3.-]	55.202	0
K09471: gamma-glutamylputrescine oxidase [EC:1.4.3.-]|g__Escherichia.s__Escherichia_coli	30.371	0
K09471: gamma-glutamylputrescine oxidase [EC:1.4.3.-]|g__Staphylococcus.s__Staphylococcus_epidermidis	24.831	0
K09472: 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]	29.489	0
K09472: 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]|g__Chromobacterium.s__Chromobacterium_violaceum	26.51	0
K09472: 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]|g__Escherichia.s__Escherichia_coli	2.979	0
K09693: teichoic acid transport system ATP-binding protein [EC:7.5.2.4]	51.425	0
K09693: teichoic acid transport system ATP-binding protein [EC:7.5.2.4]|g__Staphylococcus.s__Staphylococcus_epidermidis	51.425	0
K09710: ribosome-associated protein	91.603	0
K09710: ribosome-associated protein|g__Corynebacterium.s__Corynebacterium_glutamicum	91.603	0
K09747: uncharacterized protein	265.498	0
K09747: uncharacterized protein|g__Corynebacterium.s__Corynebacterium_glutamicum	139.861	0
K09747: uncharacterized protein|g__Roseobacter.s__Roseobacter_denitrificans	33.45	0
K09747: uncharacterized protein|g__Staphylococcus.s__Staphylococcus_epidermidis	92.187	0
K09748: ribosome maturation factor RimP	38.96	0
K09748: ribosome maturation factor RimP|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.688	0
K09748: ribosome maturation factor RimP|g__Roseobacter.s__Roseobacter_denitrificans	24.272	0
K09760: DNA recombination protein RmuC	3.445	0
K09760: DNA recombination protein RmuC|unclassified	3.445	0
K09761: 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	87.97	0
K09761: 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]|g__Corynebacterium.s__Corynebacterium_glutamicum	87.97	0
K09762: uncharacterized protein	30.2	0
K09762: uncharacterized protein|g__Corynebacterium.s__Corynebacterium_glutamicum	30.2	0
K09768: uncharacterized protein	101.501	0
K09768: uncharacterized protein|g__Staphylococcus.s__Staphylococcus_epidermidis	101.501	0
K09771: small multidrug resistance family-3 protein	31.098	0
K09771: small multidrug resistance family-3 protein|g__Escherichia.s__Escherichia_coli	31.098	0
K09772: cell division inhibitor SepF	48.643	0
K09772: cell division inhibitor SepF|g__Corynebacterium.s__Corynebacterium_glutamicum	33.45	0
K09772: cell division inhibitor SepF|g__Staphylococcus.s__Staphylococcus_epidermidis	15.193	0
K09780: uncharacterized protein	133.83	0
K09780: uncharacterized protein|g__Corynebacterium.s__Corynebacterium_glutamicum	133.83	0
K09781: uncharacterized protein	33.484	0
K09781: uncharacterized protein|g__Escherichia.s__Escherichia_coli	33.484	0
K09787: uncharacterized protein	246.771	0
K09787: uncharacterized protein|g__Staphylococcus.s__Staphylococcus_epidermidis	246.771	0
K09790: uncharacterized protein	221.143	0
K09790: uncharacterized protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	221.143	0
K09791: uncharacterized protein	43.267	0
K09791: uncharacterized protein|g__Escherichia.s__Escherichia_coli	43.267	0
K09796: periplasmic copper chaperone A	143.319	0
K09796: periplasmic copper chaperone A|g__Chromobacterium.s__Chromobacterium_violaceum	143.319	0
K09801: uncharacterized protein	34.917	0
K09801: uncharacterized protein|g__Escherichia.s__Escherichia_coli	34.917	0
K09802: uncharacterized protein	68.631	0
K09802: uncharacterized protein|g__Escherichia.s__Escherichia_coli	68.631	0
K09805: uncharacterized protein	18.365	0
K09805: uncharacterized protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.365	0
K09807: uncharacterized protein	35.123	0
K09807: uncharacterized protein|g__Escherichia.s__Escherichia_coli	35.123	0
K09808: lipoprotein-releasing system permease protein	29.665	0
K09808: lipoprotein-releasing system permease protein|g__Escherichia.s__Escherichia_coli	16.274	0
K09808: lipoprotein-releasing system permease protein|unclassified	13.39	0
K09811: cell division transport system permease protein	48.969	0
K09811: cell division transport system permease protein|g__Chromobacterium.s__Chromobacterium_violaceum	48.969	0
K09817: zinc transport system ATP-binding protein [EC:7.2.2.-]	34.245	0
K09817: zinc transport system ATP-binding protein [EC:7.2.2.-]|unclassified	34.245	0
K09823: Fur family transcriptional regulator, zinc uptake regulator	26.896	0
K09823: Fur family transcriptional regulator, zinc uptake regulator|g__Escherichia.s__Escherichia_coli	26.896	0
K09858: SEC-C motif domain protein	46.287	0
K09858: SEC-C motif domain protein|g__Escherichia.s__Escherichia_coli	21.287	0
K09858: SEC-C motif domain protein|unclassified	25.0	0
K09861: uncharacterized protein	18.445	0
K09861: uncharacterized protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.445	0
K09888: cell division protein ZapA	77.343	0
K09888: cell division protein ZapA|g__Staphylococcus.s__Staphylococcus_epidermidis	29.486	0
K09888: cell division protein ZapA|unclassified	47.857	0
K09889: ribosome-associated protein	85.376	0
K09889: ribosome-associated protein|g__Chromobacterium.s__Chromobacterium_violaceum	35.226	0
K09889: ribosome-associated protein|g__Escherichia.s__Escherichia_coli	50.15	0
K09895: uncharacterized protein	45.998	0
K09895: uncharacterized protein|g__Escherichia.s__Escherichia_coli	45.998	0
K09901: uncharacterized protein	3.662	0
K09901: uncharacterized protein|unclassified	3.662	0
K09903: uridylate kinase [EC:2.7.4.22]	110.528	0
K09903: uridylate kinase [EC:2.7.4.22]|g__Chromobacterium.s__Chromobacterium_violaceum	16.6	0
K09903: uridylate kinase [EC:2.7.4.22]|g__Escherichia.s__Escherichia_coli	27.643	0
K09903: uridylate kinase [EC:2.7.4.22]|g__Polaromonas.s__Polaromonas_naphthalenivorans	39.825	0
K09903: uridylate kinase [EC:2.7.4.22]|g__Staphylococcus.s__Staphylococcus_epidermidis	26.46	0
K09908: uncharacterized protein	471.971	0
K09908: uncharacterized protein|g__Escherichia.s__Escherichia_coli	471.971	0
K09909: uncharacterized protein	48.578	0
K09909: uncharacterized protein|unclassified	48.578	0
K09913: purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]	829.499	0
K09913: purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]|g__Escherichia.s__Escherichia_coli	829.499	0
K09914: putative lipoprotein	18.259	0
K09914: putative lipoprotein|g__Escherichia.s__Escherichia_coli	18.259	0
K09915: uncharacterized protein	60.794	0
K09915: uncharacterized protein|g__Escherichia.s__Escherichia_coli	39.946	0
K09915: uncharacterized protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.848	0
K09920: uncharacterized protein	2445.64	0
K09920: uncharacterized protein|g__Escherichia.s__Escherichia_coli	2445.64	0
K09922: uncharacterized protein	56.825	0
K09922: uncharacterized protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	56.825	0
K09926: uncharacterized protein	44.711	0
K09926: uncharacterized protein|g__Chromobacterium.s__Chromobacterium_violaceum	44.711	0
K09927: uncharacterized protein	95.778	0
K09927: uncharacterized protein|g__Escherichia.s__Escherichia_coli	12.525	0
K09927: uncharacterized protein|g__Staphylococcus.s__Staphylococcus_epidermidis	66.112	0
K09927: uncharacterized protein|unclassified	17.14	0
K09936: bacterial/archaeal transporter family-2 protein	130.049	0
K09936: bacterial/archaeal transporter family-2 protein|g__Escherichia.s__Escherichia_coli	130.049	0
K09973: uncharacterized protein	18.506	0
K09973: uncharacterized protein|g__Escherichia.s__Escherichia_coli	18.506	0
K09978: uncharacterized protein	17.178	0
K09978: uncharacterized protein|unclassified	17.178	0
K09980: uncharacterized protein	72.255	0
K09980: uncharacterized protein|g__Escherichia.s__Escherichia_coli	59.618	0
K09980: uncharacterized protein|unclassified	12.637	0
K09996: arginine transport system substrate-binding protein	92.741	0
K09996: arginine transport system substrate-binding protein|g__Escherichia.s__Escherichia_coli	92.741	0
K10000: arginine transport system ATP-binding protein [EC:7.4.2.1]	47.887	0
K10000: arginine transport system ATP-binding protein [EC:7.4.2.1]|g__Escherichia.s__Escherichia_coli	24.171	0
K10000: arginine transport system ATP-binding protein [EC:7.4.2.1]|unclassified	23.716	0
K10002: glutamate/aspartate transport system permease protein	169.393	0
K10002: glutamate/aspartate transport system permease protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	169.393	0
K10009: L-cystine transport system permease protein	39.562	0
K10009: L-cystine transport system permease protein|g__Escherichia.s__Escherichia_coli	26.378	0
K10009: L-cystine transport system permease protein|unclassified	13.184	0
K10010: L-cystine transport system ATP-binding protein [EC:7.4.2.1]	6.59	0
K10010: L-cystine transport system ATP-binding protein [EC:7.4.2.1]|unclassified	6.59	0
K10011: UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305]	93.544	0
K10011: UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305]|g__Escherichia.s__Escherichia_coli	93.544	0
K10013: lysine/arginine/ornithine transport system substrate-binding protein	38.526	0
K10013: lysine/arginine/ornithine transport system substrate-binding protein|g__Escherichia.s__Escherichia_coli	38.526	0
K10015: histidine transport system permease protein	58.031	0
K10015: histidine transport system permease protein|g__Chromobacterium.s__Chromobacterium_violaceum	21.517	0
K10015: histidine transport system permease protein|g__Escherichia.s__Escherichia_coli	36.514	0
K10016: histidine transport system permease protein	12.758	0
K10016: histidine transport system permease protein|g__Escherichia.s__Escherichia_coli	12.758	0
K10017: histidine transport system ATP-binding protein [EC:7.4.2.1]	101.11	0
K10017: histidine transport system ATP-binding protein [EC:7.4.2.1]|g__Escherichia.s__Escherichia_coli	101.11	0
K10024: arginine/ornithine transport system permease protein	14.016	0
K10024: arginine/ornithine transport system permease protein|g__Chromobacterium.s__Chromobacterium_violaceum	14.016	0
K10026: 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	3.921	0
K10026: 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]|unclassified	3.921	0
K10036: glutamine transport system substrate-binding protein	51.987	0
K10036: glutamine transport system substrate-binding protein|g__Escherichia.s__Escherichia_coli	51.987	0
K10038: glutamine transport system ATP-binding protein [EC:7.4.2.1]	5.534	0
K10038: glutamine transport system ATP-binding protein [EC:7.4.2.1]|unclassified	5.534	0
K10040: aspartate/glutamate/glutamine transport system permease protein	31.471	0
K10040: aspartate/glutamate/glutamine transport system permease protein|unclassified	31.471	0
K10218: 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	15.489	0
K10218: 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]|g__Polaromonas.s__Polaromonas_naphthalenivorans	15.489	0
K10439: ribose transport system substrate-binding protein	46.044	0
K10439: ribose transport system substrate-binding protein|g__Chromobacterium.s__Chromobacterium_violaceum	20.774	0
K10439: ribose transport system substrate-binding protein|g__Escherichia.s__Escherichia_coli	25.27	0
K10440: ribose transport system permease protein	49.796	0
K10440: ribose transport system permease protein|g__Chromobacterium.s__Chromobacterium_violaceum	13.147	0
K10440: ribose transport system permease protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.067	0
K10440: ribose transport system permease protein|unclassified	8.582	0
K10441: ribose transport system ATP-binding protein [EC:7.5.2.7]	21.695	0
K10441: ribose transport system ATP-binding protein [EC:7.5.2.7]|g__Escherichia.s__Escherichia_coli	21.695	0
K10540: methyl-galactoside transport system substrate-binding protein	55.794	0
K10540: methyl-galactoside transport system substrate-binding protein|g__Escherichia.s__Escherichia_coli	55.794	0
K10542: methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11]	18.558	0
K10542: methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11]|g__Escherichia.s__Escherichia_coli	2.887	0
