# Gene Family	SRS1007613.rxn	tiny-test-data-mt.rxn
RXN1G-27: cis-delta5-3-hydroxyC24:1-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-285: trans-delta2-cis-delta9-C28:2-[acyl-carrier protein] reductase	152.657	0
RXN1G-285: trans-delta2-cis-delta9-C28:2-[acyl-carrier protein] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-285: trans-delta2-cis-delta9-C28:2-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-285: trans-delta2-cis-delta9-C28:2-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-287: cis-delta21-3-oxo-C40:1-[acyl-carrier protein] reductase	187.168	0
RXN1G-287: cis-delta21-3-oxo-C40:1-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-287: cis-delta21-3-oxo-C40:1-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-287: cis-delta21-3-oxo-C40:1-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-287: cis-delta21-3-oxo-C40:1-[acyl-carrier protein] reductase|unclassified	67.46	0
RXN1G-294: 3-cis,cis-delta13,25-3-hydroxyC44:2-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-294: 3-cis,cis-delta13,25-3-hydroxyC44:2-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-294: 3-cis,cis-delta13,25-3-hydroxyC44:2-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-294: 3-cis,cis-delta13,25-3-hydroxyC44:2-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-299: trans-delta2-cis-delta13-C32:2-[acyl-carrier protein] reductase	152.657	0
RXN1G-299: trans-delta2-cis-delta13-C32:2-[acyl-carrier protein] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-299: trans-delta2-cis-delta13-C32:2-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-299: trans-delta2-cis-delta13-C32:2-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-306: cis-delta7-3-oxo-C26:1-[acyl-carrier protein] synthase	608.091	0
RXN1G-306: cis-delta7-3-oxo-C26:1-[acyl-carrier protein] synthase|g__Escherichia.s__Escherichia_coli	513.532	0
RXN1G-306: cis-delta7-3-oxo-C26:1-[acyl-carrier protein] synthase|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
RXN1G-306: cis-delta7-3-oxo-C26:1-[acyl-carrier protein] synthase|unclassified	85.224	0
RXN1G-308: cis,cis-delta7,19-3-hydroxyC38:2-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-308: cis,cis-delta7,19-3-hydroxyC38:2-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-308: cis,cis-delta7,19-3-hydroxyC38:2-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-308: cis,cis-delta7,19-3-hydroxyC38:2-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-309: cis,cis-delta9,21-3-hydroxyC40:2-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-309: cis,cis-delta9,21-3-hydroxyC40:2-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-309: cis,cis-delta9,21-3-hydroxyC40:2-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-309: cis,cis-delta9,21-3-hydroxyC40:2-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-30: trans-docos-2-enoyl-[acyl-carrier protein] isomerase	25.644	0
RXN1G-30: trans-docos-2-enoyl-[acyl-carrier protein] isomerase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-30: trans-docos-2-enoyl-[acyl-carrier protein] isomerase|unclassified	10.393	0
RXN1G-320: 3-hydroxyarchidoyl-[acp] dehydrase	63.555	0
RXN1G-320: 3-hydroxyarchidoyl-[acp] dehydrase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-320: 3-hydroxyarchidoyl-[acp] dehydrase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-320: 3-hydroxyarchidoyl-[acp] dehydrase|unclassified	10.393	0
RXN1G-324: cis-delta15-3-oxo-C34:1-[acyl-carrier protein] synthase	608.091	0
RXN1G-324: cis-delta15-3-oxo-C34:1-[acyl-carrier protein] synthase|g__Escherichia.s__Escherichia_coli	513.532	0
RXN1G-324: cis-delta15-3-oxo-C34:1-[acyl-carrier protein] synthase|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
RXN1G-324: cis-delta15-3-oxo-C34:1-[acyl-carrier protein] synthase|unclassified	85.224	0
RXN1G-32: cis,cis-delta13,25-3-oxo-C44:2-[acyl-carrier protein] synthase	29.981	0
RXN1G-32: cis,cis-delta13,25-3-oxo-C44:2-[acyl-carrier protein] synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	12.824	0
RXN1G-32: cis,cis-delta13,25-3-oxo-C44:2-[acyl-carrier protein] synthase|unclassified	17.158	0
RXN1G-334: cis,cis-delta7,25-3-oxo-C44:2-[acyl-carrier protein] synthase	29.981	0
RXN1G-334: cis,cis-delta7,25-3-oxo-C44:2-[acyl-carrier protein] synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	12.824	0
RXN1G-334: cis,cis-delta7,25-3-oxo-C44:2-[acyl-carrier protein] synthase|unclassified	17.158	0
RXN1G-337: trans-delta2-cis,cis-delta13,25-C44:3-[acyl-carrier protein] reductase	152.657	0
RXN1G-337: trans-delta2-cis,cis-delta13,25-C44:3-[acyl-carrier protein] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-337: trans-delta2-cis,cis-delta13,25-C44:3-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-337: trans-delta2-cis,cis-delta13,25-C44:3-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-339: trans-delta2-cis-cis-delta7-19-C38:3-[acyl-carrier protein] reductase	152.657	0
RXN1G-339: trans-delta2-cis-cis-delta7-19-C38:3-[acyl-carrier protein] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-339: trans-delta2-cis-cis-delta7-19-C38:3-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-339: trans-delta2-cis-cis-delta7-19-C38:3-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-349: 3-oxo-arachidoyl-[acp] reductase	187.168	0
RXN1G-349: 3-oxo-arachidoyl-[acp] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-349: 3-oxo-arachidoyl-[acp] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-349: 3-oxo-arachidoyl-[acp] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-349: 3-oxo-arachidoyl-[acp] reductase|unclassified	67.46	0
RXN1G-355: cis-delta21-3-hydroxyC40:1-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-355: cis-delta21-3-hydroxyC40:1-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-355: cis-delta21-3-hydroxyC40:1-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-355: cis-delta21-3-hydroxyC40:1-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-358: cis-delta15-3-oxo-C34:1-[acyl-carrier protein] reductase	187.168	0
RXN1G-358: cis-delta15-3-oxo-C34:1-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-358: cis-delta15-3-oxo-C34:1-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-358: cis-delta15-3-oxo-C34:1-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-358: cis-delta15-3-oxo-C34:1-[acyl-carrier protein] reductase|unclassified	67.46	0
RXN1G-363: 3-hydroxybehenoyl-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-363: 3-hydroxybehenoyl-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-363: 3-hydroxybehenoyl-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-363: 3-hydroxybehenoyl-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-3641: cis-&Delta;21-39-hydroxy-40-methyl-C59:1-[acp] reductase	55.029	0
RXN1G-3641: cis-&Delta;21-39-hydroxy-40-methyl-C59:1-[acp] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	14.761	0
RXN1G-3641: cis-&Delta;21-39-hydroxy-40-methyl-C59:1-[acp] reductase|unclassified	40.268	0
RXN1G-364: cis-delta7-3-oxo-C26:1-[acyl-carrier protein] reductase	187.168	0
RXN1G-364: cis-delta7-3-oxo-C26:1-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-364: cis-delta7-3-oxo-C26:1-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-364: cis-delta7-3-oxo-C26:1-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-364: cis-delta7-3-oxo-C26:1-[acyl-carrier protein] reductase|unclassified	67.46	0
RXN1G-368: 3-oxo-arachidoyl-[acp] synthase	608.091	0
RXN1G-368: 3-oxo-arachidoyl-[acp] synthase|g__Escherichia.s__Escherichia_coli	513.532	0
RXN1G-368: 3-oxo-arachidoyl-[acp] synthase|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
RXN1G-368: 3-oxo-arachidoyl-[acp] synthase|unclassified	85.224	0
RXN1G-374: cis,cis-delta19,37-3-oxo-C56:2-[acyl-carrier protein] synthase	29.981	0
RXN1G-374: cis,cis-delta19,37-3-oxo-C56:2-[acyl-carrier protein] synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	12.824	0
RXN1G-374: cis,cis-delta19,37-3-oxo-C56:2-[acyl-carrier protein] synthase|unclassified	17.158	0
RXN1G-377: cis-delta15-3-hydroxyC34:1-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-377: cis-delta15-3-hydroxyC34:1-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-377: cis-delta15-3-hydroxyC34:1-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-377: cis-delta15-3-hydroxyC34:1-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-37: trans-delta2-cis-delta7-C26:2-[acyl-carrier protein] reductase	152.657	0
RXN1G-37: trans-delta2-cis-delta7-C26:2-[acyl-carrier protein] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-37: trans-delta2-cis-delta7-C26:2-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-37: trans-delta2-cis-delta7-C26:2-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-384: cis,cis-delta7,25-3-oxo-C44:2-[acyl-carrier protein] reductase	187.168	0
RXN1G-384: cis,cis-delta7,25-3-oxo-C44:2-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-384: cis,cis-delta7,25-3-oxo-C44:2-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-384: cis,cis-delta7,25-3-oxo-C44:2-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-384: cis,cis-delta7,25-3-oxo-C44:2-[acyl-carrier protein] reductase|unclassified	67.46	0
RXN1G-395: trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	152.657	0
RXN1G-395: trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-395: trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-395: trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-396: trans-delta2-cis-delta15-C34:2-[acyl-carrier protein] reductase (NADPH, B-specific)	152.657	0
RXN1G-396: trans-delta2-cis-delta15-C34:2-[acyl-carrier protein] reductase (NADPH, B-specific)|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-396: trans-delta2-cis-delta15-C34:2-[acyl-carrier protein] reductase (NADPH, B-specific)|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-396: trans-delta2-cis-delta15-C34:2-[acyl-carrier protein] reductase (NADPH, B-specific)|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-408: cis,cis-delta5,17-3-oxo-C36:2-[acyl-carrier protein] reductase	187.168	0
RXN1G-408: cis,cis-delta5,17-3-oxo-C36:2-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-408: cis,cis-delta5,17-3-oxo-C36:2-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-408: cis,cis-delta5,17-3-oxo-C36:2-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-408: cis,cis-delta5,17-3-oxo-C36:2-[acyl-carrier protein] reductase|unclassified	67.46	0
RXN1G-409: cis,cis-delta19,37-3-oxo-C56:2-[acyl-carrier protein] reductase	187.168	0
RXN1G-409: cis,cis-delta19,37-3-oxo-C56:2-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-409: cis,cis-delta19,37-3-oxo-C56:2-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-409: cis,cis-delta19,37-3-oxo-C56:2-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-409: cis,cis-delta19,37-3-oxo-C56:2-[acyl-carrier protein] reductase|unclassified	67.46	0
RXN1G-420: cis-delta7-3-hydroxyC26:1-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-420: cis-delta7-3-hydroxyC26:1-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-420: cis-delta7-3-hydroxyC26:1-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-420: cis-delta7-3-hydroxyC26:1-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-424: cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] synthase	29.981	0
RXN1G-424: cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	12.824	0
RXN1G-424: cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] synthase|unclassified	17.158	0
RXN1G-425: 3-cis,cis-delta7,25-3-hydroxyC44:2-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-425: 3-cis,cis-delta7,25-3-hydroxyC44:2-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-425: 3-cis,cis-delta7,25-3-hydroxyC44:2-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-425: 3-cis,cis-delta7,25-3-hydroxyC44:2-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-4355: cerotoyl-CoA carboxylase	11.373	0
RXN1G-4355: cerotoyl-CoA carboxylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.095	0
RXN1G-4355: cerotoyl-CoA carboxylase|g__Roseobacter.s__Roseobacter_denitrificans	9.277	0
RXN1G-440: 3-cis,cis-delta19,37-3-hydroxyC56:2-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-440: 3-cis,cis-delta19,37-3-hydroxyC56:2-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-440: 3-cis,cis-delta19,37-3-hydroxyC56:2-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-440: 3-cis,cis-delta19,37-3-hydroxyC56:2-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-445: 3-oxo-behenoyl-[acp] synthase	608.091	0
RXN1G-445: 3-oxo-behenoyl-[acp] synthase|g__Escherichia.s__Escherichia_coli	513.532	0
RXN1G-445: 3-oxo-behenoyl-[acp] synthase|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
RXN1G-445: 3-oxo-behenoyl-[acp] synthase|unclassified	85.224	0
RXN1G-460: 3-oxo-behenoyl-[acyl-carrier protein] synthase	608.091	0
RXN1G-460: 3-oxo-behenoyl-[acyl-carrier protein] synthase|g__Escherichia.s__Escherichia_coli	513.532	0
RXN1G-460: 3-oxo-behenoyl-[acyl-carrier protein] synthase|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
RXN1G-460: 3-oxo-behenoyl-[acyl-carrier protein] synthase|unclassified	85.224	0
RXN1G-464: cis,cis-delta5,17-3-hydroxyC36:2-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-464: cis,cis-delta5,17-3-hydroxyC36:2-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-464: cis,cis-delta5,17-3-hydroxyC36:2-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-464: cis,cis-delta5,17-3-hydroxyC36:2-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-468: trans-delta2-cis,cis-delta7,25-C44:3-[acyl-carrier protein] reductase	152.657	0
RXN1G-468: trans-delta2-cis,cis-delta7,25-C44:3-[acyl-carrier protein] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-468: trans-delta2-cis,cis-delta7,25-C44:3-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-468: trans-delta2-cis,cis-delta7,25-C44:3-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-469: 3-oxobehenoyl-[acyl-carrier protein] reductase	187.168	0
RXN1G-469: 3-oxobehenoyl-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-469: 3-oxobehenoyl-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-469: 3-oxobehenoyl-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-469: 3-oxobehenoyl-[acyl-carrier protein] reductase|unclassified	67.46	0
RXN1G-471: trans-delta2-cis,cis-delta19,37-C56:3-[acyl-carrier protein] reductase	152.657	0
RXN1G-471: trans-delta2-cis,cis-delta19,37-C56:3-[acyl-carrier protein] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-471: trans-delta2-cis,cis-delta19,37-C56:3-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-471: trans-delta2-cis,cis-delta19,37-C56:3-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-481: cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] reductase	187.168	0
RXN1G-481: cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-481: cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-481: cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-481: cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] reductase|unclassified	67.46	0
RXN1G-488: trans-docos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	152.657	0
RXN1G-488: trans-docos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-488: trans-docos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-488: trans-docos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-499: 3-oxo-lignoceroyl-[acyl-carrier protein] synthase	608.091	0
RXN1G-499: 3-oxo-lignoceroyl-[acyl-carrier protein] synthase|g__Escherichia.s__Escherichia_coli	513.532	0
RXN1G-499: 3-oxo-lignoceroyl-[acyl-carrier protein] synthase|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
RXN1G-499: 3-oxo-lignoceroyl-[acyl-carrier protein] synthase|unclassified	85.224	0
RXN1G-508: 3-oxo-lignoceroyl-[acyl-carrier protein] reductase	187.168	0
RXN1G-508: 3-oxo-lignoceroyl-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-508: 3-oxo-lignoceroyl-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-508: 3-oxo-lignoceroyl-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-508: 3-oxo-lignoceroyl-[acyl-carrier protein] reductase|unclassified	67.46	0
RXN1G-509: trans-delta2-cis,cis-9,21-C40:3-[acyl-carrier protein] reductase	152.657	0
RXN1G-509: trans-delta2-cis,cis-9,21-C40:3-[acyl-carrier protein] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-509: trans-delta2-cis,cis-9,21-C40:3-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-509: trans-delta2-cis,cis-9,21-C40:3-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-517: 3-hydroxylignoceroyl-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-517: 3-hydroxylignoceroyl-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-517: 3-hydroxylignoceroyl-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-517: 3-hydroxylignoceroyl-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-526: trans-tetracos-2-enoyl-[acyl-carrier protein] reductase	152.657	0
RXN1G-526: trans-tetracos-2-enoyl-[acyl-carrier protein] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-526: trans-tetracos-2-enoyl-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-526: trans-tetracos-2-enoyl-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-53: trans-delta2-cis-delta21-C40:2-[acyl-carrier protein] isomerase	25.644	0
RXN1G-53: trans-delta2-cis-delta21-C40:2-[acyl-carrier protein] isomerase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-53: trans-delta2-cis-delta21-C40:2-[acyl-carrier protein] isomerase|unclassified	10.393	0
RXN1G-554: 3-cis,cis-delta15,27-3-hydroxyC46:2-[acyl-carrier protein] dehydratase	63.555	0
RXN1G-554: 3-cis,cis-delta15,27-3-hydroxyC46:2-[acyl-carrier protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
RXN1G-554: 3-cis,cis-delta15,27-3-hydroxyC46:2-[acyl-carrier protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN1G-554: 3-cis,cis-delta15,27-3-hydroxyC46:2-[acyl-carrier protein] dehydratase|unclassified	10.393	0
RXN1G-557: cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] synthase	29.981	0
RXN1G-557: cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	12.824	0
RXN1G-557: cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] synthase|unclassified	17.158	0
RXN1G-580: cis,cis-delta11,23-3-oxo-C42:2-[acyl-carrier protein] synthase	29.981	0
RXN1G-580: cis,cis-delta11,23-3-oxo-C42:2-[acyl-carrier protein] synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	12.824	0
RXN1G-580: cis,cis-delta11,23-3-oxo-C42:2-[acyl-carrier protein] synthase|unclassified	17.158	0
RXN1G-582: cis,cis-delta21,39-3-oxo-C58:2-[acyl-carrier protein] synthase	29.981	0
RXN1G-582: cis,cis-delta21,39-3-oxo-C58:2-[acyl-carrier protein] synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	12.824	0
RXN1G-582: cis,cis-delta21,39-3-oxo-C58:2-[acyl-carrier protein] synthase|unclassified	17.158	0
RXN1G-607: trans-delta2-cis,cis-delta15,27-C46:3-[acyl-carrier protein] reductase	152.657	0
RXN1G-607: trans-delta2-cis,cis-delta15,27-C46:3-[acyl-carrier protein] reductase|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN1G-607: trans-delta2-cis,cis-delta15,27-C46:3-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	108.24	0
RXN1G-607: trans-delta2-cis,cis-delta15,27-C46:3-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN1G-613: cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] reductase	187.168	0
RXN1G-613: cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-613: cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
RXN1G-613: cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN1G-613: cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] reductase|unclassified	67.46	0
RXN1G-617: cis,cis-delta21,39-3-oxo-C58:2-[acyl-carrier protein] reductase	187.168	0
RXN1G-617: cis,cis-delta21,39-3-oxo-C58:2-[acyl-carrier protein] reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN1G-617: cis,cis-delta21,39-3-oxo-C58:2-[acyl-carrier protein] reductase|g__Escherichia.s__Escherichia_coli	49.651	0
