# Gene Family	SRS1007613.level4ec	tiny-test-data-mt.level4ec
4.1.1.23: Orotidine-5'-phosphate decarboxylase|g__Escherichia.s__Escherichia_coli	24.776	0
4.1.1.23: Orotidine-5'-phosphate decarboxylase|unclassified	24.272	0
4.1.1.31: Phosphoenolpyruvate carboxylase	62.977	0
4.1.1.31: Phosphoenolpyruvate carboxylase|g__Escherichia.s__Escherichia_coli	12.336	0
4.1.1.31: Phosphoenolpyruvate carboxylase|unclassified	50.641	0
4.1.1.36: Phosphopantothenoylcysteine decarboxylase	45.35	0
4.1.1.36: Phosphopantothenoylcysteine decarboxylase|g__Corynebacterium.s__Corynebacterium_glutamicum	45.35	0
4.1.1.37: Uroporphyrinogen decarboxylase	116.731	0
4.1.1.37: Uroporphyrinogen decarboxylase|g__Escherichia.s__Escherichia_coli	103.274	0
4.1.1.37: Uroporphyrinogen decarboxylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.457	0
4.1.1.47: Tartronate-semialdehyde synthase	25.479	0
4.1.1.47: Tartronate-semialdehyde synthase|unclassified	25.479	0
4.1.1.48: Indole-3-glycerol-phosphate synthase	34.75	0
4.1.1.48: Indole-3-glycerol-phosphate synthase|g__Chromobacterium.s__Chromobacterium_violaceum	20.032	0
4.1.1.48: Indole-3-glycerol-phosphate synthase|g__Escherichia.s__Escherichia_coli	14.718	0
4.1.1.49: Phosphoenolpyruvate carboxykinase (ATP)	13.816	0
4.1.1.49: Phosphoenolpyruvate carboxykinase (ATP)|unclassified	13.816	0
4.1.1.55: 4,5-dihydroxyphthalate decarboxylase	61.338	0
4.1.1.55: 4,5-dihydroxyphthalate decarboxylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	61.338	0
4.1.1.5: Acetolactate decarboxylase	27.11	0
4.1.1.5: Acetolactate decarboxylase|g__Escherichia.s__Escherichia_coli	14.016	0
4.1.1.5: Acetolactate decarboxylase|unclassified	13.094	0
4.1.1.65: Phosphatidylserine decarboxylase	35.568	0
4.1.1.65: Phosphatidylserine decarboxylase|unclassified	35.568	0
4.1.1.68: 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase	40.829	0
4.1.1.68: 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase|g__Escherichia.s__Escherichia_coli	40.829	0
4.1.1.73: Tartrate decarboxylase	22.197	0
4.1.1.73: Tartrate decarboxylase|unclassified	22.197	0
4.1.1.77: 2-oxo-3-hexenedioate decarboxylase	17.249	0
4.1.1.77: 2-oxo-3-hexenedioate decarboxylase|unclassified	17.249	0
4.1.1.83: 4-hydroxyphenylacetate decarboxylase	65.216	0
4.1.1.83: 4-hydroxyphenylacetate decarboxylase|g__Escherichia.s__Escherichia_coli	32.853	0
4.1.1.83: 4-hydroxyphenylacetate decarboxylase|g__Staphylococcus.s__Staphylococcus_epidermidis	32.362	0
4.1.1.8: Oxalyl-CoA decarboxylase	68.27	0
4.1.1.8: Oxalyl-CoA decarboxylase|g__Escherichia.s__Escherichia_coli	19.767	0
4.1.1.8: Oxalyl-CoA decarboxylase|unclassified	48.503	0
4.1.1.98: 4-hydroxy-3-polyprenylbenzoate decarboxylase	24.767	0
4.1.1.98: 4-hydroxy-3-polyprenylbenzoate decarboxylase|unclassified	24.767	0
4.1.2.13: Fructose-bisphosphate aldolase	211.2	0
4.1.2.13: Fructose-bisphosphate aldolase|g__Corynebacterium.s__Corynebacterium_glutamicum	89.475	0
4.1.2.13: Fructose-bisphosphate aldolase|g__Escherichia.s__Escherichia_coli	56.308	0
4.1.2.13: Fructose-bisphosphate aldolase|g__Staphylococcus.s__Staphylococcus_epidermidis	10.448	0
4.1.2.13: Fructose-bisphosphate aldolase|unclassified	54.97	0
4.1.2.14: 2-dehydro-3-deoxy-phosphogluconate aldolase	31.343	0
4.1.2.14: 2-dehydro-3-deoxy-phosphogluconate aldolase|g__Escherichia.s__Escherichia_coli	31.343	0
4.1.2.17: L-fuculose-phosphate aldolase	42.802	0
4.1.2.17: L-fuculose-phosphate aldolase|g__Escherichia.s__Escherichia_coli	42.802	0
4.1.2.19: Rhamnulose-1-phosphate aldolase	112.235	0
4.1.2.19: Rhamnulose-1-phosphate aldolase|g__Escherichia.s__Escherichia_coli	10.91	0
4.1.2.19: Rhamnulose-1-phosphate aldolase|g__Staphylococcus.s__Staphylococcus_epidermidis	101.325	0
4.1.2.20: 2-dehydro-3-deoxyglucarate aldolase	130.483	0
4.1.2.20: 2-dehydro-3-deoxyglucarate aldolase|g__Escherichia.s__Escherichia_coli	86.25	0
4.1.2.20: 2-dehydro-3-deoxyglucarate aldolase|g__Polaromonas.s__Polaromonas_naphthalenivorans	44.233	0
4.1.2.21: 2-dehydro-3-deoxy-6-phosphogalactonate aldolase	297.776	0
4.1.2.21: 2-dehydro-3-deoxy-6-phosphogalactonate aldolase|g__Escherichia.s__Escherichia_coli	297.776	0
4.1.2.25: Dihydroneopterin aldolase	150.277	0
4.1.2.25: Dihydroneopterin aldolase|g__Chromobacterium.s__Chromobacterium_violaceum	150.277	0
4.1.2.40: Tagatose-bisphosphate aldolase	190.498	0
4.1.2.40: Tagatose-bisphosphate aldolase|unclassified	190.498	0
4.1.2.48: Low-specificity L-threonine aldolase	88.911	0
4.1.2.48: Low-specificity L-threonine aldolase|g__Escherichia.s__Escherichia_coli	31.057	0
4.1.2.48: Low-specificity L-threonine aldolase|unclassified	57.854	0
4.1.2.4: Deoxyribose-phosphate aldolase	30.561	0
4.1.2.4: Deoxyribose-phosphate aldolase|g__Roseobacter.s__Roseobacter_denitrificans	30.561	0
4.1.2.50: 6-carboxytetrahydropterin synthase	37.761	0
4.1.2.50: 6-carboxytetrahydropterin synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.761	0
4.1.2.57: Sulfofructosephosphate aldolase	234.151	0
4.1.2.57: Sulfofructosephosphate aldolase|g__Escherichia.s__Escherichia_coli	234.151	0
4.1.2.5: L-threonine aldolase	114.568	0
4.1.2.5: L-threonine aldolase|g__Escherichia.s__Escherichia_coli	50.656	0
4.1.2.5: L-threonine aldolase|unclassified	63.913	0
4.1.3.16: 4-hydroxy-2-oxoglutarate aldolase	31.343	0
4.1.3.16: 4-hydroxy-2-oxoglutarate aldolase|g__Escherichia.s__Escherichia_coli	31.343	0
4.1.3.17: 4-hydroxy-4-methyl-2-oxoglutarate aldolase	190.683	0
4.1.3.17: 4-hydroxy-4-methyl-2-oxoglutarate aldolase|g__Corynebacterium.s__Corynebacterium_glutamicum	88.457	0
4.1.3.17: 4-hydroxy-4-methyl-2-oxoglutarate aldolase|g__Polaromonas.s__Polaromonas_naphthalenivorans	102.226	0
4.1.3.1: Isocitrate lyase	40.215	0
4.1.3.1: Isocitrate lyase|unclassified	40.215	0
4.1.3.27: Anthranilate synthase	107.326	0
4.1.3.27: Anthranilate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	33.148	0
4.1.3.27: Anthranilate synthase|g__Roseobacter.s__Roseobacter_denitrificans	34.629	0
4.1.3.27: Anthranilate synthase|unclassified	39.549	0
4.1.3.30: Methylisocitrate lyase	72.162	0
4.1.3.30: Methylisocitrate lyase|g__Corynebacterium.s__Corynebacterium_glutamicum	60.454	0
4.1.3.30: Methylisocitrate lyase|unclassified	11.708	0
4.1.3.36: 1,4-dihydroxy-2-naphthoyl-CoA synthase	78.045	0
4.1.3.36: 1,4-dihydroxy-2-naphthoyl-CoA synthase|g__Escherichia.s__Escherichia_coli	66.332	0
4.1.3.36: 1,4-dihydroxy-2-naphthoyl-CoA synthase|unclassified	11.713	0
4.1.3.38: Aminodeoxychorismate lyase	55.075	0
4.1.3.38: Aminodeoxychorismate lyase|g__Escherichia.s__Escherichia_coli	43.693	0
4.1.3.38: Aminodeoxychorismate lyase|unclassified	11.382	0
4.1.3.39: 4-hydroxy-2-oxovalerate aldolase	21.741	0
4.1.3.39: 4-hydroxy-2-oxovalerate aldolase|unclassified	21.741	0
4.1.3.40: Chorismate lyase	18.887	0
4.1.3.40: Chorismate lyase|unclassified	18.887	0
4.1.3.6: Citrate (pro-3S)-lyase	79.72	0
4.1.3.6: Citrate (pro-3S)-lyase|g__Escherichia.s__Escherichia_coli	79.72	0
4.1.99.12: 3,4-dihydroxy-2-butanone-4-phosphate synthase	258.949	0
4.1.99.12: 3,4-dihydroxy-2-butanone-4-phosphate synthase|g__Chromobacterium.s__Chromobacterium_violaceum	5.606	0
4.1.99.12: 3,4-dihydroxy-2-butanone-4-phosphate synthase|g__Escherichia.s__Escherichia_coli	23.766	0
4.1.99.12: 3,4-dihydroxy-2-butanone-4-phosphate synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	82.34	0
4.1.99.12: 3,4-dihydroxy-2-butanone-4-phosphate synthase|unclassified	147.236	0
4.1.99.17: Phosphomethylpyrimidine synthase	104.05	0
4.1.99.17: Phosphomethylpyrimidine synthase|g__Chromobacterium.s__Chromobacterium_violaceum	18.489	0
4.1.99.17: Phosphomethylpyrimidine synthase|g__Escherichia.s__Escherichia_coli	36.115	0
4.1.99.17: Phosphomethylpyrimidine synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	7.397	0
4.1.99.17: Phosphomethylpyrimidine synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	14.798	0
4.1.99.17: Phosphomethylpyrimidine synthase|unclassified	27.251	0
4.1.99.19: 2-iminoacetate synthase	77.514	0
4.1.99.19: 2-iminoacetate synthase|g__Escherichia.s__Escherichia_coli	27.706	0
4.1.99.19: 2-iminoacetate synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	14.37	0
4.1.99.19: 2-iminoacetate synthase|unclassified	35.438	0
4.1.99.1: Tryptophanase	659.961	0
4.1.99.1: Tryptophanase|g__Escherichia.s__Escherichia_coli	603.214	0
4.1.99.1: Tryptophanase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.329	0
4.1.99.1: Tryptophanase|unclassified	19.417	0
4.1.99.22: NO_NAME	34.557	0
4.1.99.22: NO_NAME|g__Escherichia.s__Escherichia_coli	34.557	0
4.1.99.3: Deoxyribodipyrimidine photo-lyase	528.32	0
4.1.99.3: Deoxyribodipyrimidine photo-lyase|g__Escherichia.s__Escherichia_coli	516.056	0
4.1.99.3: Deoxyribodipyrimidine photo-lyase|unclassified	12.264	0
4.2.1.10: 3-dehydroquinate dehydratase	32.191	0
4.2.1.10: 3-dehydroquinate dehydratase|g__Corynebacterium.s__Corynebacterium_glutamicum	22.363	0
4.2.1.10: 3-dehydroquinate dehydratase|unclassified	9.829	0
4.2.1.113: o-succinylbenzoate synthase	162.887	0
4.2.1.113: o-succinylbenzoate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	11.874	0
4.2.1.113: o-succinylbenzoate synthase|g__Escherichia.s__Escherichia_coli	84.304	0
4.2.1.113: o-succinylbenzoate synthase|unclassified	66.709	0
4.2.1.116: 3-hydroxypropionyl-CoA dehydratase	16.608	0
4.2.1.116: 3-hydroxypropionyl-CoA dehydratase|g__Roseobacter.s__Roseobacter_denitrificans	16.608	0
4.2.1.119: Enoyl-CoA hydratase 2	21.061	0
4.2.1.119: Enoyl-CoA hydratase 2|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.061	0
4.2.1.11: Phosphopyruvate hydratase	61.612	0
4.2.1.11: Phosphopyruvate hydratase|g__Escherichia.s__Escherichia_coli	41.128	0
4.2.1.11: Phosphopyruvate hydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.898	0
4.2.1.11: Phosphopyruvate hydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	13.585	0
4.2.1.126: N-acetylmuramic acid 6-phosphate etherase	228.94	0
4.2.1.126: N-acetylmuramic acid 6-phosphate etherase|g__Staphylococcus.s__Staphylococcus_epidermidis	80.749	0
4.2.1.126: N-acetylmuramic acid 6-phosphate etherase|unclassified	148.191	0
4.2.1.12: Phosphogluconate dehydratase	64.848	0
4.2.1.12: Phosphogluconate dehydratase|g__Chromobacterium.s__Chromobacterium_violaceum	8.255	0
4.2.1.12: Phosphogluconate dehydratase|g__Escherichia.s__Escherichia_coli	39.082	0
4.2.1.12: Phosphogluconate dehydratase|g__Roseobacter.s__Roseobacter_denitrificans	5.11	0
4.2.1.12: Phosphogluconate dehydratase|unclassified	12.4	0
4.2.1.130: D-lactate dehydratase	15.489	0
4.2.1.130: D-lactate dehydratase|g__Escherichia.s__Escherichia_coli	15.489	0
4.2.1.132: 2-hydroxyhexa-2,4-dienoate hydratase	32.722	0
4.2.1.132: 2-hydroxyhexa-2,4-dienoate hydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.722	0
4.2.1.163: NO_NAME	10.872	0
4.2.1.163: NO_NAME|unclassified	10.872	0
4.2.1.17: Enoyl-CoA hydratase	670.747	0
4.2.1.17: Enoyl-CoA hydratase|g__Chromobacterium.s__Chromobacterium_violaceum	26.286	0
4.2.1.17: Enoyl-CoA hydratase|g__Escherichia.s__Escherichia_coli	408.182	0
4.2.1.17: Enoyl-CoA hydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	31.443	0
4.2.1.17: Enoyl-CoA hydratase|unclassified	204.836	0
4.2.1.19: Imidazoleglycerol-phosphate dehydratase	40.193	0
4.2.1.19: Imidazoleglycerol-phosphate dehydratase|g__Escherichia.s__Escherichia_coli	13.225	0
4.2.1.19: Imidazoleglycerol-phosphate dehydratase|unclassified	26.968	0
4.2.1.1: Carbonate dehydratase	80.823	0
4.2.1.1: Carbonate dehydratase|g__Escherichia.s__Escherichia_coli	72.814	0
4.2.1.1: Carbonate dehydratase|unclassified	8.009	0
4.2.1.20: Tryptophan synthase	69.466	0
4.2.1.20: Tryptophan synthase|g__Escherichia.s__Escherichia_coli	5.163	0
4.2.1.20: Tryptophan synthase|g__Roseobacter.s__Roseobacter_denitrificans	41.659	0
4.2.1.20: Tryptophan synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	10.867	0
4.2.1.20: Tryptophan synthase|unclassified	11.777	0
4.2.1.22: Cystathionine beta-synthase	31.407	0
4.2.1.22: Cystathionine beta-synthase|g__Escherichia.s__Escherichia_coli	31.407	0
4.2.1.24: Porphobilinogen synthase	198.604	0
4.2.1.24: Porphobilinogen synthase|g__Escherichia.s__Escherichia_coli	73.038	0
4.2.1.24: Porphobilinogen synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.289	0
4.2.1.24: Porphobilinogen synthase|g__Roseobacter.s__Roseobacter_denitrificans	32.441	0
4.2.1.24: Porphobilinogen synthase|unclassified	63.836	0
4.2.1.25: L-arabinonate dehydratase	24.507	0
4.2.1.25: L-arabinonate dehydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.507	0
4.2.1.28: Propanediol dehydratase	49.473	0
4.2.1.28: Propanediol dehydratase|g__Escherichia.s__Escherichia_coli	33.45	0
4.2.1.28: Propanediol dehydratase|unclassified	16.023	0
4.2.1.2: Fumarate hydratase	284.901	0
4.2.1.2: Fumarate hydratase|g__Chromobacterium.s__Chromobacterium_violaceum	54.891	0
4.2.1.2: Fumarate hydratase|g__Escherichia.s__Escherichia_coli	129.826	0
4.2.1.2: Fumarate hydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.923	0
4.2.1.2: Fumarate hydratase|unclassified	86.261	0
4.2.1.32: L(+)-tartrate dehydratase	158.274	0
4.2.1.32: L(+)-tartrate dehydratase|g__Escherichia.s__Escherichia_coli	73.436	0
4.2.1.32: L(+)-tartrate dehydratase|unclassified	84.838	0
4.2.1.33: 3-isopropylmalate dehydratase	489.176	0
4.2.1.33: 3-isopropylmalate dehydratase|g__Chromobacterium.s__Chromobacterium_violaceum	34.361	0
4.2.1.33: 3-isopropylmalate dehydratase|g__Corynebacterium.s__Corynebacterium_glutamicum	55.642	0
4.2.1.33: 3-isopropylmalate dehydratase|g__Escherichia.s__Escherichia_coli	242.019	0
4.2.1.33: 3-isopropylmalate dehydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.525	0
4.2.1.33: 3-isopropylmalate dehydratase|g__Roseobacter.s__Roseobacter_denitrificans	8.241	0
4.2.1.33: 3-isopropylmalate dehydratase|unclassified	113.389	0
4.2.1.3: Aconitate hydratase	397.087	0
4.2.1.3: Aconitate hydratase|g__Chromobacterium.s__Chromobacterium_violaceum	1.62	0
4.2.1.3: Aconitate hydratase|g__Corynebacterium.s__Corynebacterium_glutamicum	9.957	0
4.2.1.3: Aconitate hydratase|g__Escherichia.s__Escherichia_coli	201.269	0
4.2.1.3: Aconitate hydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.433	0
4.2.1.3: Aconitate hydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	3.13	0
4.2.1.3: Aconitate hydratase|unclassified	174.678	0
4.2.1.40: Glucarate dehydratase	9.236	0
4.2.1.40: Glucarate dehydratase|g__Escherichia.s__Escherichia_coli	9.236	0
4.2.1.41: 5-dehydro-4-deoxyglucarate dehydratase	56.985	0
4.2.1.41: 5-dehydro-4-deoxyglucarate dehydratase|g__Corynebacterium.s__Corynebacterium_glutamicum	56.985	0
4.2.1.42: Galactarate dehydratase	228.908	0
4.2.1.42: Galactarate dehydratase|g__Escherichia.s__Escherichia_coli	23.527	0
4.2.1.42: Galactarate dehydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.083	0
4.2.1.42: Galactarate dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	167.346	0
4.2.1.42: Galactarate dehydratase|unclassified	9.951	0
4.2.1.44: Myo-inosose-2 dehydratase	15.465	0
4.2.1.44: Myo-inosose-2 dehydratase|unclassified	15.465	0
4.2.1.45: CDP-glucose 4,6-dehydratase	14.116	0
4.2.1.45: CDP-glucose 4,6-dehydratase|g__Chromobacterium.s__Chromobacterium_violaceum	14.116	0
4.2.1.46: dTDP-glucose 4,6-dehydratase	107.794	0
4.2.1.46: dTDP-glucose 4,6-dehydratase|g__Chromobacterium.s__Chromobacterium_violaceum	9.952	0
4.2.1.46: dTDP-glucose 4,6-dehydratase|g__Escherichia.s__Escherichia_coli	56.273	0
4.2.1.46: dTDP-glucose 4,6-dehydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	41.569	0
4.2.1.47: GDP-mannose 4,6-dehydratase	49.554	0
4.2.1.47: GDP-mannose 4,6-dehydratase|g__Escherichia.s__Escherichia_coli	49.554	0
4.2.1.49: Urocanate hydratase	46.71	0
4.2.1.49: Urocanate hydratase|unclassified	46.71	0
4.2.1.51: Prephenate dehydratase	124.428	0
4.2.1.51: Prephenate dehydratase|g__Chromobacterium.s__Chromobacterium_violaceum	30.301	0
4.2.1.51: Prephenate dehydratase|g__Escherichia.s__Escherichia_coli	65.255	0
4.2.1.51: Prephenate dehydratase|unclassified	28.872	0
4.2.1.59: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	63.555	0
4.2.1.59: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
4.2.1.59: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
4.2.1.59: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase|unclassified	10.393	0
4.2.1.6: Galactonate dehydratase	62.808	0
4.2.1.6: Galactonate dehydratase|unclassified	62.808	0
4.2.1.70: Pseudouridylate synthase	31.873	0
4.2.1.70: Pseudouridylate synthase|g__Escherichia.s__Escherichia_coli	25.848	0
4.2.1.70: Pseudouridylate synthase|unclassified	6.025	0
4.2.1.75: Uroporphyrinogen-III synthase	76.295	0
4.2.1.75: Uroporphyrinogen-III synthase|g__Escherichia.s__Escherichia_coli	41.015	0
4.2.1.75: Uroporphyrinogen-III synthase|unclassified	35.281	0
4.2.1.79: 2-methylcitrate dehydratase	17.626	0
4.2.1.79: 2-methylcitrate dehydratase|g__Corynebacterium.s__Corynebacterium_glutamicum	9.957	0
4.2.1.79: 2-methylcitrate dehydratase|g__Escherichia.s__Escherichia_coli	7.67	0
4.2.1.7: Altronate dehydratase	177.297	0
4.2.1.7: Altronate dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	167.346	0
4.2.1.7: Altronate dehydratase|unclassified	9.951	0
4.2.1.80: 2-oxopent-4-enoate hydratase	34.863	0
4.2.1.80: 2-oxopent-4-enoate hydratase|g__Escherichia.s__Escherichia_coli	17.613	0
4.2.1.80: 2-oxopent-4-enoate hydratase|unclassified	17.249	0
4.2.1.8: Mannonate dehydratase	55.603	0
4.2.1.8: Mannonate dehydratase|g__Escherichia.s__Escherichia_coli	23.693	0
4.2.1.8: Mannonate dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	15.251	0
4.2.1.8: Mannonate dehydratase|unclassified	16.659	0
4.2.1.90: L-rhamnonate dehydratase	24.902	0
4.2.1.90: L-rhamnonate dehydratase|unclassified	24.902	0
4.2.1.91: Arogenate dehydratase	30.301	0
4.2.1.91: Arogenate dehydratase|g__Chromobacterium.s__Chromobacterium_violaceum	30.301	0
4.2.1.99: 2-methylisocitrate dehydratase	28.537	0
4.2.1.99: 2-methylisocitrate dehydratase|g__Chromobacterium.s__Chromobacterium_violaceum	1.62	0
4.2.1.99: 2-methylisocitrate dehydratase|g__Escherichia.s__Escherichia_coli	20.484	0
4.2.1.99: 2-methylisocitrate dehydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.433	0
4.2.1.9: Dihydroxy-acid dehydratase	55.174	0
4.2.1.9: Dihydroxy-acid dehydratase|g__Chromobacterium.s__Chromobacterium_violaceum	15.053	0
4.2.1.9: Dihydroxy-acid dehydratase|g__Corynebacterium.s__Corynebacterium_glutamicum	15.56	0
4.2.1.9: Dihydroxy-acid dehydratase|g__Escherichia.s__Escherichia_coli	2.279	0
4.2.1.9: Dihydroxy-acid dehydratase|unclassified	22.283	0
4.2.2.6: Oligogalacturonide lyase	59.035	0
4.2.2.6: Oligogalacturonide lyase|unclassified	59.035	0
4.2.2.n1: Peptidoglycan lytic exotransglycosylase	61.364	0
4.2.2.n1: Peptidoglycan lytic exotransglycosylase|g__Escherichia.s__Escherichia_coli	45.933	0
4.2.2.n1: Peptidoglycan lytic exotransglycosylase|g__Staphylococcus.s__Staphylococcus_epidermidis	15.431	0
4.2.2.n2: Peptidoglycan lytic endotransglycosylase	100.21	0
4.2.2.n2: Peptidoglycan lytic endotransglycosylase|g__Escherichia.s__Escherichia_coli	100.21	0
4.2.3.1: Threonine synthase	114.338	0
4.2.3.1: Threonine synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	46.857	0
4.2.3.1: Threonine synthase|g__Escherichia.s__Escherichia_coli	16.319	0
4.2.3.1: Threonine synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	3.72	0
4.2.3.1: Threonine synthase|unclassified	47.442	0
4.2.3.3: Methylglyoxal synthase	206.635	0
4.2.3.3: Methylglyoxal synthase|g__Escherichia.s__Escherichia_coli	206.635	0
4.2.3.4: 3-dehydroquinate synthase	101.706	0
4.2.3.4: 3-dehydroquinate synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.823	0
4.2.3.4: 3-dehydroquinate synthase|unclassified	89.882	0
4.2.3.5: Chorismate synthase	321.668	0
4.2.3.5: Chorismate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	43.231	0
4.2.3.5: Chorismate synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	248.786	0
4.2.3.5: Chorismate synthase|unclassified	29.651	0
4.2.99.18: DNA-(apurinic or apyrimidinic site) lyase	106.29	0
4.2.99.18: DNA-(apurinic or apyrimidinic site) lyase|g__Escherichia.s__Escherichia_coli	106.29	0
4.2.99.20: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	32.84	0
4.2.99.20: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase|g__Escherichia.s__Escherichia_coli	23.179	0
4.2.99.20: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase|unclassified	9.662	0
4.3.1.12: Ornithine cyclodeaminase	7.185	0
4.3.1.12: Ornithine cyclodeaminase|unclassified	7.185	0
4.3.1.17: L-serine ammonia-lyase	560.816	0
4.3.1.17: L-serine ammonia-lyase|g__Escherichia.s__Escherichia_coli	273.604	0
4.3.1.17: L-serine ammonia-lyase|g__Staphylococcus.s__Staphylococcus_epidermidis	16.517	0
4.3.1.17: L-serine ammonia-lyase|unclassified	270.695	0
4.3.1.19: Threonine ammonia-lyase	226.7	0
4.3.1.19: Threonine ammonia-lyase|g__Chromobacterium.s__Chromobacterium_violaceum	26.482	0
4.3.1.19: Threonine ammonia-lyase|g__Escherichia.s__Escherichia_coli	47.508	0
4.3.1.19: Threonine ammonia-lyase|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.528	0
4.3.1.19: Threonine ammonia-lyase|unclassified	131.183	0
4.3.1.1: Aspartate ammonia-lyase	223.503	0
4.3.1.1: Aspartate ammonia-lyase|g__Escherichia.s__Escherichia_coli	134.135	0
4.3.1.1: Aspartate ammonia-lyase|unclassified	89.368	0
4.3.1.3: Histidine ammonia-lyase	11.119	0
4.3.1.3: Histidine ammonia-lyase|unclassified	11.119	0
4.3.1.7: Ethanolamine ammonia-lyase	126.214	0
4.3.1.7: Ethanolamine ammonia-lyase|g__Chromobacterium.s__Chromobacterium_violaceum	15.624	0
4.3.1.7: Ethanolamine ammonia-lyase|g__Escherichia.s__Escherichia_coli	82.908	0
4.3.1.7: Ethanolamine ammonia-lyase|unclassified	27.683	0
4.3.2.10: NO_NAME	93.786	0
4.3.2.10: NO_NAME|g__Escherichia.s__Escherichia_coli	38.556	0
4.3.2.10: NO_NAME|unclassified	55.231	0
4.3.2.1: Argininosuccinate lyase	141.602	0
4.3.2.1: Argininosuccinate lyase|unclassified	141.602	0
4.3.2.2: Adenylosuccinate lyase	171.091	0
4.3.2.2: Adenylosuccinate lyase|g__Escherichia.s__Escherichia_coli	51.72	0
4.3.2.2: Adenylosuccinate lyase|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.231	0
4.3.2.2: Adenylosuccinate lyase|g__Roseobacter.s__Roseobacter_denitrificans	32.887	0
4.3.2.2: Adenylosuccinate lyase|g__Staphylococcus.s__Staphylococcus_epidermidis	25.256	0
4.3.2.2: Adenylosuccinate lyase|unclassified	54.996	0
4.3.2.7: NO_NAME	49.797	0
4.3.2.7: NO_NAME|g__Escherichia.s__Escherichia_coli	49.797	0
4.3.3.7: 4-hydroxy-tetrahydrodipicolinate synthase	64.722	0
4.3.3.7: 4-hydroxy-tetrahydrodipicolinate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	13.921	0
4.3.3.7: 4-hydroxy-tetrahydrodipicolinate synthase|g__Escherichia.s__Escherichia_coli	7.836	0
4.3.3.7: 4-hydroxy-tetrahydrodipicolinate synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.571	0
4.3.3.7: 4-hydroxy-tetrahydrodipicolinate synthase|unclassified	13.394	0
4.3.99.3: 7-carboxy-7-deazaguanine synthase	8.617	0
4.3.99.3: 7-carboxy-7-deazaguanine synthase|unclassified	8.617	0
4.4.1.11: Methionine gamma-lyase	17.785	0
4.4.1.11: Methionine gamma-lyase|unclassified	17.785	0
4.4.1.13: Cysteine-S-conjugate beta-lyase	105.57	0
4.4.1.13: Cysteine-S-conjugate beta-lyase|g__Corynebacterium.s__Corynebacterium_glutamicum	33.61	0
4.4.1.13: Cysteine-S-conjugate beta-lyase|g__Escherichia.s__Escherichia_coli	53.557	0
4.4.1.13: Cysteine-S-conjugate beta-lyase|g__Staphylococcus.s__Staphylococcus_epidermidis	18.402	0
4.4.1.15: D-cysteine desulfhydrase	47.868	0
