# Gene Family	SRS1007613.pfam	tiny-test-data-mt.pfam
PF12802: MarR family	586.412	0
PF12802: MarR family|g__Chromobacterium.s__Chromobacterium_violaceum	84.942	0
PF12802: MarR family|g__Corynebacterium.s__Corynebacterium_glutamicum	501.47	0
PF12804: MobA-like NTP transferase domain	48.798	0
PF12804: MobA-like NTP transferase domain|g__Chromobacterium.s__Chromobacterium_violaceum	7.334	0
PF12804: MobA-like NTP transferase domain|g__Escherichia.s__Escherichia_coli	23.159	0
PF12804: MobA-like NTP transferase domain|unclassified	18.305	0
PF12805: FUSC-like inner membrane protein yccS	66.483	0
PF12805: FUSC-like inner membrane protein yccS|unclassified	66.483	0
PF12806: Acetyl-CoA dehydrogenase C-terminal like	40.158	0
PF12806: Acetyl-CoA dehydrogenase C-terminal like|unclassified	40.158	0
PF12823: Domain of unknown function (DUF3817)	135.168	0
PF12823: Domain of unknown function (DUF3817)|g__Corynebacterium.s__Corynebacterium_glutamicum	135.168	0
PF12831: FAD dependent oxidoreductase	86.847	0
PF12831: FAD dependent oxidoreductase|g__Escherichia.s__Escherichia_coli	86.847	0
PF12832: MFS_1 like family	51.367	0
PF12832: MFS_1 like family|unclassified	51.367	0
PF12833: Helix-turn-helix domain	1194.161	0
PF12833: Helix-turn-helix domain|g__Chromobacterium.s__Chromobacterium_violaceum	28.144	0
PF12833: Helix-turn-helix domain|g__Corynebacterium.s__Corynebacterium_glutamicum	81.582	0
PF12833: Helix-turn-helix domain|g__Escherichia.s__Escherichia_coli	767.45	0
PF12833: Helix-turn-helix domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.934	0
PF12833: Helix-turn-helix domain|unclassified	284.052	0
PF12838: 4Fe-4S dicluster domain	53.472	0
PF12838: 4Fe-4S dicluster domain|g__Escherichia.s__Escherichia_coli	53.472	0
PF12848: ABC transporter	191.831	0
PF12848: ABC transporter|g__Chromobacterium.s__Chromobacterium_violaceum	47.84	0
PF12848: ABC transporter|g__Escherichia.s__Escherichia_coli	29.783	0
PF12848: ABC transporter|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.575	0
PF12848: ABC transporter|g__Roseobacter.s__Roseobacter_denitrificans	16.164	0
PF12848: ABC transporter|unclassified	92.469	0
PF12849: PBP superfamily domain	42.471	0
PF12849: PBP superfamily domain|g__Chromobacterium.s__Chromobacterium_violaceum	11.133	0
PF12849: PBP superfamily domain|g__Corynebacterium.s__Corynebacterium_glutamicum	20.737	0
PF12849: PBP superfamily domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.601	0
PF12850: Calcineurin-like phosphoesterase superfamily domain	164.496	0
PF12850: Calcineurin-like phosphoesterase superfamily domain|g__Escherichia.s__Escherichia_coli	164.496	0
PF12852: Cupin	145.026	0
PF12852: Cupin|g__Escherichia.s__Escherichia_coli	137.251	0
PF12852: Cupin|unclassified	7.775	0
PF12857: TOBE-like domain	6.452	0
PF12857: TOBE-like domain|unclassified	6.452	0
PF12883: Protein of unknown function (DUF3828)	209.573	0
PF12883: Protein of unknown function (DUF3828)|g__Escherichia.s__Escherichia_coli	209.573	0
PF12897: Alanine-glyoxylate amino-transferase	21.646	0
PF12897: Alanine-glyoxylate amino-transferase|g__Corynebacterium.s__Corynebacterium_glutamicum	21.646	0
PF12911: N-terminal TM domain of oligopeptide transport permease C	334.786	0
PF12911: N-terminal TM domain of oligopeptide transport permease C|g__Chromobacterium.s__Chromobacterium_violaceum	26.639	0
PF12911: N-terminal TM domain of oligopeptide transport permease C|g__Escherichia.s__Escherichia_coli	221.118	0
PF12911: N-terminal TM domain of oligopeptide transport permease C|g__Polaromonas.s__Polaromonas_naphthalenivorans	22.389	0
PF12911: N-terminal TM domain of oligopeptide transport permease C|g__Roseobacter.s__Roseobacter_denitrificans	52.201	0
PF12911: N-terminal TM domain of oligopeptide transport permease C|g__Staphylococcus.s__Staphylococcus_epidermidis	12.439	0
PF12915: Protein of unknown function (DUF3833)	33.541	0
PF12915: Protein of unknown function (DUF3833)|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.929	0
PF12915: Protein of unknown function (DUF3833)|unclassified	3.612	0
PF12917: HD containing hydrolase-like enzyme	64.346	0
PF12917: HD containing hydrolase-like enzyme|g__Escherichia.s__Escherichia_coli	51.033	0
PF12917: HD containing hydrolase-like enzyme|unclassified	13.313	0
PF12951: Passenger-associated-transport-repeat	21.342	0
PF12951: Passenger-associated-transport-repeat|g__Escherichia.s__Escherichia_coli	21.342	0
PF12961: Domain of unknown function (DUF3850)	8.422	0
PF12961: Domain of unknown function (DUF3850)|unclassified	8.422	0
PF13005: zinc-finger binding domain of transposase IS66	189.526	0
PF13005: zinc-finger binding domain of transposase IS66|g__Polaromonas.s__Polaromonas_naphthalenivorans	103.206	0
PF13005: zinc-finger binding domain of transposase IS66|unclassified	86.321	0
PF13007: Transposase C of IS166 homeodomain	103.206	0
PF13007: Transposase C of IS166 homeodomain|g__Polaromonas.s__Polaromonas_naphthalenivorans	103.206	0
PF13009: Putative phage integrase	28.365	0
PF13009: Putative phage integrase|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.365	0
PF13018: Extended Signal Peptide of Type V secretion system	58.445	0
PF13018: Extended Signal Peptide of Type V secretion system|g__Escherichia.s__Escherichia_coli	23.389	0
PF13018: Extended Signal Peptide of Type V secretion system|g__Staphylococcus.s__Staphylococcus_epidermidis	35.056	0
PF13036: Peptidoglycan-synthase activator LpoB	92.274	0
PF13036: Peptidoglycan-synthase activator LpoB|g__Escherichia.s__Escherichia_coli	92.274	0
PF13085: 2Fe-2S iron-sulfur cluster binding domain	126.678	0
PF13085: 2Fe-2S iron-sulfur cluster binding domain|g__Escherichia.s__Escherichia_coli	126.678	0
PF13088: BNR repeat-like domain	73.062	0
PF13088: BNR repeat-like domain|g__Corynebacterium.s__Corynebacterium_glutamicum	73.062	0
PF13089: Polyphosphate kinase N-terminal domain	25.635	0
PF13089: Polyphosphate kinase N-terminal domain|unclassified	25.635	0
PF13090: Polyphosphate kinase C-terminal domain 2	36.292	0
PF13090: Polyphosphate kinase C-terminal domain 2|g__Escherichia.s__Escherichia_coli	25.848	0
PF13090: Polyphosphate kinase C-terminal domain 2|unclassified	10.444	0
PF13091: PLD-like domain	338.919	0
PF13091: PLD-like domain|g__Chromobacterium.s__Chromobacterium_violaceum	16.555	0
PF13091: PLD-like domain|g__Escherichia.s__Escherichia_coli	190.65	0
PF13091: PLD-like domain|unclassified	131.713	0
PF13098: Thioredoxin-like domain	49.442	0
PF13098: Thioredoxin-like domain|g__Escherichia.s__Escherichia_coli	49.442	0
PF13101: Protein of unknown function (DUF3945)	20.001	0
PF13101: Protein of unknown function (DUF3945)|g__Corynebacterium.s__Corynebacterium_glutamicum	20.001	0
PF13116: Protein of unknown function	20.527	0
PF13116: Protein of unknown function|unclassified	20.527	0
PF13145: PPIC-type PPIASE domain	10.512	0
PF13145: PPIC-type PPIASE domain|g__Chromobacterium.s__Chromobacterium_violaceum	10.512	0
PF13160: Protein of unknown function (DUF3995)	28.123	0
PF13160: Protein of unknown function (DUF3995)|g__Chromobacterium.s__Chromobacterium_violaceum	28.123	0
PF13167: GTP-binding GTPase N-terminal	61.207	0
PF13167: GTP-binding GTPase N-terminal|g__Chromobacterium.s__Chromobacterium_violaceum	42.294	0
PF13167: GTP-binding GTPase N-terminal|unclassified	18.913	0
PF13174: Tetratricopeptide repeat	21.916	0
PF13174: Tetratricopeptide repeat|g__Escherichia.s__Escherichia_coli	21.916	0
PF13176: Tetratricopeptide repeat	20.338	0
PF13176: Tetratricopeptide repeat|unclassified	20.338	0
PF13180: PDZ domain	145.532	0
PF13180: PDZ domain|g__Escherichia.s__Escherichia_coli	47.844	0
PF13180: PDZ domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.324	0
PF13180: PDZ domain|g__Staphylococcus.s__Staphylococcus_epidermidis	25.517	0
PF13180: PDZ domain|unclassified	42.848	0
PF13181: Tetratricopeptide repeat	39.067	0
PF13181: Tetratricopeptide repeat|g__Chromobacterium.s__Chromobacterium_violaceum	15.859	0
PF13181: Tetratricopeptide repeat|unclassified	23.208	0
PF13182: Protein of unknown function (DUF4007)	27.959	0
PF13182: Protein of unknown function (DUF4007)|g__Polaromonas.s__Polaromonas_naphthalenivorans	27.959	0
PF13183: 4Fe-4S dicluster domain	179.724	0
PF13183: 4Fe-4S dicluster domain|g__Corynebacterium.s__Corynebacterium_glutamicum	15.311	0
PF13183: 4Fe-4S dicluster domain|g__Escherichia.s__Escherichia_coli	130.406	0
PF13183: 4Fe-4S dicluster domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	4.389	0
PF13183: 4Fe-4S dicluster domain|unclassified	29.619	0
PF13184: NusA-like KH domain	33.506	0
PF13184: NusA-like KH domain|g__Staphylococcus.s__Staphylococcus_epidermidis	23.91	0
PF13184: NusA-like KH domain|unclassified	9.596	0
PF13185: GAF domain	319.883	0
PF13185: GAF domain|g__Escherichia.s__Escherichia_coli	312.936	0
PF13185: GAF domain|unclassified	6.947	0
PF13186: Iron-sulfur cluster-binding domain	84.883	0
PF13186: Iron-sulfur cluster-binding domain|g__Escherichia.s__Escherichia_coli	58.698	0
PF13186: Iron-sulfur cluster-binding domain|unclassified	26.185	0
PF13187: 4Fe-4S dicluster domain	36.931	0
PF13187: 4Fe-4S dicluster domain|g__Roseobacter.s__Roseobacter_denitrificans	36.931	0
PF13188: PAS domain	120.433	0
PF13188: PAS domain|g__Escherichia.s__Escherichia_coli	80.51	0
PF13188: PAS domain|unclassified	39.922	0
PF13192: Thioredoxin domain	15.292	0
PF13192: Thioredoxin domain|g__Escherichia.s__Escherichia_coli	3.486	0
PF13192: Thioredoxin domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	3.483	0
PF13192: Thioredoxin domain|unclassified	8.324	0
PF13193: AMP-binding enzyme C-terminal domain	206.918	0
PF13193: AMP-binding enzyme C-terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	26.182	0
PF13193: AMP-binding enzyme C-terminal domain|g__Escherichia.s__Escherichia_coli	52.376	0
PF13193: AMP-binding enzyme C-terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.005	0
PF13193: AMP-binding enzyme C-terminal domain|g__Roseobacter.s__Roseobacter_denitrificans	8.03	0
PF13193: AMP-binding enzyme C-terminal domain|unclassified	109.326	0
PF13194: Domain of unknown function (DUF4010)	6.713	0
PF13194: Domain of unknown function (DUF4010)|unclassified	6.713	0
PF13229: Right handed beta helix region	17.88	0
PF13229: Right handed beta helix region|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.88	0
PF13230: Glutamine amidotransferases class-II	42.652	0
PF13230: Glutamine amidotransferases class-II|g__Escherichia.s__Escherichia_coli	16.914	0
PF13230: Glutamine amidotransferases class-II|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.738	0
PF13231: Dolichyl-phosphate-mannose-protein mannosyltransferase	41.536	0
PF13231: Dolichyl-phosphate-mannose-protein mannosyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	41.536	0
PF13244: Domain of unknown function (DUF4040)	21.02	0
PF13244: Domain of unknown function (DUF4040)|unclassified	21.02	0
PF13247: 4Fe-4S dicluster domain	488.2	0
PF13247: 4Fe-4S dicluster domain|g__Chromobacterium.s__Chromobacterium_violaceum	13.42	0
PF13247: 4Fe-4S dicluster domain|g__Corynebacterium.s__Corynebacterium_glutamicum	2.819	0
PF13247: 4Fe-4S dicluster domain|g__Escherichia.s__Escherichia_coli	202.916	0
PF13247: 4Fe-4S dicluster domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	49.418	0
PF13247: 4Fe-4S dicluster domain|g__Roseobacter.s__Roseobacter_denitrificans	21.284	0
PF13247: 4Fe-4S dicluster domain|g__Staphylococcus.s__Staphylococcus_epidermidis	6.37	0
PF13247: 4Fe-4S dicluster domain|unclassified	191.973	0
PF13258: Domain of unknown function (DUF4049)	15.219	0
PF13258: Domain of unknown function (DUF4049)|g__Escherichia.s__Escherichia_coli	15.219	0
PF13273: Protein of unknown function (DUF4064)	19.046	0
PF13273: Protein of unknown function (DUF4064)|g__Staphylococcus.s__Staphylococcus_epidermidis	19.046	0
PF13276: HTH-like domain	751.697	0
PF13276: HTH-like domain|g__Escherichia.s__Escherichia_coli	447.693	0
PF13276: HTH-like domain|g__Roseobacter.s__Roseobacter_denitrificans	43.675	0
PF13276: HTH-like domain|unclassified	260.329	0
PF13280: WYL domain	63.752	0
PF13280: WYL domain|unclassified	63.752	0
PF13283: Bacteriophage N adsorption protein A C-term	85.647	0
PF13283: Bacteriophage N adsorption protein A C-term|g__Escherichia.s__Escherichia_coli	85.647	0
PF13286: Phosphohydrolase-associated domain	34.065	0
PF13286: Phosphohydrolase-associated domain|g__Escherichia.s__Escherichia_coli	34.065	0
PF13288: DXP reductoisomerase C-terminal domain	37.908	0
PF13288: DXP reductoisomerase C-terminal domain|g__Escherichia.s__Escherichia_coli	31.307	0
PF13288: DXP reductoisomerase C-terminal domain|unclassified	6.601	0
PF13289: SIR2-like domain	18.115	0
PF13289: SIR2-like domain|unclassified	18.115	0
PF13291: ACT domain	82.499	0
PF13291: ACT domain|g__Chromobacterium.s__Chromobacterium_violaceum	10.796	0
PF13291: ACT domain|g__Escherichia.s__Escherichia_coli	53.076	0
PF13291: ACT domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.992	0
PF13291: ACT domain|unclassified	6.635	0
PF13292: 1-deoxy-D-xylulose-5-phosphate synthase	160.036	0
PF13292: 1-deoxy-D-xylulose-5-phosphate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	43.526	0
PF13292: 1-deoxy-D-xylulose-5-phosphate synthase|unclassified	116.511	0
PF13296: Putative type VI secretion system Rhs element Vgr	94.357	0
PF13296: Putative type VI secretion system Rhs element Vgr|g__Chromobacterium.s__Chromobacterium_violaceum	48.971	0
PF13296: Putative type VI secretion system Rhs element Vgr|unclassified	45.386	0
PF13302: Acetyltransferase (GNAT) domain	254.721	0
PF13302: Acetyltransferase (GNAT) domain|g__Chromobacterium.s__Chromobacterium_violaceum	62.101	0
PF13302: Acetyltransferase (GNAT) domain|g__Corynebacterium.s__Corynebacterium_glutamicum	49.143	0
PF13302: Acetyltransferase (GNAT) domain|g__Escherichia.s__Escherichia_coli	36.822	0
PF13302: Acetyltransferase (GNAT) domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.333	0
PF13302: Acetyltransferase (GNAT) domain|g__Roseobacter.s__Roseobacter_denitrificans	21.321	0
PF13302: Acetyltransferase (GNAT) domain|g__Staphylococcus.s__Staphylococcus_epidermidis	48.885	0
PF13302: Acetyltransferase (GNAT) domain|unclassified	16.116	0
PF13303: Phosphotransferase system, EIIC	10.906	0
PF13303: Phosphotransferase system, EIIC|unclassified	10.906	0
PF13304: AAA domain, putative AbiEii toxin, Type IV TA system	241.361	0
PF13304: AAA domain, putative AbiEii toxin, Type IV TA system|g__Escherichia.s__Escherichia_coli	208.982	0
PF13304: AAA domain, putative AbiEii toxin, Type IV TA system|unclassified	32.379	0
PF13307: Helicase C-terminal domain	19.272	0
PF13307: Helicase C-terminal domain|unclassified	19.272	0
PF13309: HTH domain	43.167	0
PF13309: HTH domain|g__Escherichia.s__Escherichia_coli	43.167	0
PF13328: HD domain	59.788	0
PF13328: HD domain|g__Chromobacterium.s__Chromobacterium_violaceum	10.796	0
PF13328: HD domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.992	0
PF13328: HD domain|unclassified	37.0	0
PF13335: Magnesium chelatase, subunit ChlI C-terminal	18.667	0
PF13335: Magnesium chelatase, subunit ChlI C-terminal|g__Escherichia.s__Escherichia_coli	18.667	0
PF13336: Acetyl-CoA hydrolase/transferase C-terminal domain	51.627	0
PF13336: Acetyl-CoA hydrolase/transferase C-terminal domain|g__Escherichia.s__Escherichia_coli	20.637	0
PF13336: Acetyl-CoA hydrolase/transferase C-terminal domain|unclassified	30.99	0
PF13340: Putative transposase of IS4/5 family (DUF4096)	26.944	0
PF13340: Putative transposase of IS4/5 family (DUF4096)|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.944	0
PF13344: Haloacid dehalogenase-like hydrolase	63.076	0
PF13344: Haloacid dehalogenase-like hydrolase|g__Chromobacterium.s__Chromobacterium_violaceum	12.518	0
PF13344: Haloacid dehalogenase-like hydrolase|g__Corynebacterium.s__Corynebacterium_glutamicum	21.073	0
PF13344: Haloacid dehalogenase-like hydrolase|g__Escherichia.s__Escherichia_coli	29.486	0
PF13356: Arm DNA-binding domain	228.424	0
PF13356: Arm DNA-binding domain|g__Chromobacterium.s__Chromobacterium_violaceum	23.177	0
PF13356: Arm DNA-binding domain|g__Escherichia.s__Escherichia_coli	159.32	0
PF13356: Arm DNA-binding domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.8	0
PF13356: Arm DNA-binding domain|unclassified	13.126	0
PF13358: DDE superfamily endonuclease	277.097	0
PF13358: DDE superfamily endonuclease|g__Polaromonas.s__Polaromonas_naphthalenivorans	226.107	0
PF13358: DDE superfamily endonuclease|unclassified	50.99	0
PF13360: PQQ-like domain	104.491	0
PF13360: PQQ-like domain|unclassified	104.491	0
PF13361: UvrD-like helicase C-terminal domain	202.064	0
PF13361: UvrD-like helicase C-terminal domain|g__Corynebacterium.s__Corynebacterium_glutamicum	12.363	0
PF13361: UvrD-like helicase C-terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	41.263	0
PF13361: UvrD-like helicase C-terminal domain|unclassified	148.438	0
PF13368: Topoisomerase C-terminal repeat	16.07	0
PF13368: Topoisomerase C-terminal repeat|g__Corynebacterium.s__Corynebacterium_glutamicum	16.07	0
PF13369: Transglutaminase-like superfamily	137.795	0
PF13369: Transglutaminase-like superfamily|g__Escherichia.s__Escherichia_coli	137.795	0
PF13375: RnfC Barrel sandwich hybrid domain	17.338	0
PF13375: RnfC Barrel sandwich hybrid domain|unclassified	17.338	0
PF13378: Enolase C-terminal domain-like	255.954	0
PF13378: Enolase C-terminal domain-like|g__Corynebacterium.s__Corynebacterium_glutamicum	11.874	0
PF13378: Enolase C-terminal domain-like|g__Escherichia.s__Escherichia_coli	18.713	0
PF13378: Enolase C-terminal domain-like|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.585	0
PF13378: Enolase C-terminal domain-like|g__Roseobacter.s__Roseobacter_denitrificans	13.655	0
PF13378: Enolase C-terminal domain-like|unclassified	186.126	0
PF13380: CoA binding domain	64.664	0
PF13380: CoA binding domain|g__Escherichia.s__Escherichia_coli	38.647	0
PF13380: CoA binding domain|g__Roseobacter.s__Roseobacter_denitrificans	26.017	0
PF13382: Adenine deaminase C-terminal domain	46.01	0
PF13382: Adenine deaminase C-terminal domain|g__Roseobacter.s__Roseobacter_denitrificans	8.346	0
PF13382: Adenine deaminase C-terminal domain|unclassified	37.664	0
PF13392: HNH endonuclease	15.688	0
PF13392: HNH endonuclease|unclassified	15.688	0
PF13396: Phospholipase_D-nuclease N-terminal	62.37	0
PF13396: Phospholipase_D-nuclease N-terminal|g__Escherichia.s__Escherichia_coli	62.37	0
PF13401: AAA domain	28.493	0
PF13401: AAA domain|g__Escherichia.s__Escherichia_coli	19.041	0
PF13401: AAA domain|unclassified	9.452	0
PF13402: Peptidase M60, enhancin and enhancin-like	14.422	0
PF13402: Peptidase M60, enhancin and enhancin-like|g__Escherichia.s__Escherichia_coli	14.422	0
PF13404: AsnC-type helix-turn-helix domain	11.742	0
PF13404: AsnC-type helix-turn-helix domain|unclassified	11.742	0
PF13406: Transglycosylase SLT domain	272.339	0
PF13406: Transglycosylase SLT domain|g__Escherichia.s__Escherichia_coli	148.48	0
PF13406: Transglycosylase SLT domain|unclassified	123.859	0
PF13407: Periplasmic binding protein domain	694.035	0
PF13407: Periplasmic binding protein domain|g__Chromobacterium.s__Chromobacterium_violaceum	20.774	0
PF13407: Periplasmic binding protein domain|g__Corynebacterium.s__Corynebacterium_glutamicum	16.828	0
PF13407: Periplasmic binding protein domain|g__Escherichia.s__Escherichia_coli	411.706	0
PF13407: Periplasmic binding protein domain|g__Roseobacter.s__Roseobacter_denitrificans	11.578	0
PF13407: Periplasmic binding protein domain|unclassified	233.149	0
PF13408: Recombinase zinc beta ribbon domain	53.414	0
PF13408: Recombinase zinc beta ribbon domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	53.414	0
PF13409: Glutathione S-transferase, N-terminal domain	113.318	0
PF13409: Glutathione S-transferase, N-terminal domain|g__Escherichia.s__Escherichia_coli	21.062	0
PF13409: Glutathione S-transferase, N-terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.536	0
PF13409: Glutathione S-transferase, N-terminal domain|g__Roseobacter.s__Roseobacter_denitrificans	16.536	0
PF13409: Glutathione S-transferase, N-terminal domain|unclassified	58.185	0
PF13411: MerR HTH family regulatory protein	428.896	0
PF13411: MerR HTH family regulatory protein|g__Chromobacterium.s__Chromobacterium_violaceum	120.36	0
PF13411: MerR HTH family regulatory protein|g__Escherichia.s__Escherichia_coli	308.536	0
PF13416: Bacterial extracellular solute-binding protein	627.001	0
PF13416: Bacterial extracellular solute-binding protein|g__Chromobacterium.s__Chromobacterium_violaceum	11.023	0
PF13416: Bacterial extracellular solute-binding protein|g__Corynebacterium.s__Corynebacterium_glutamicum	121.568	0
PF13416: Bacterial extracellular solute-binding protein|g__Escherichia.s__Escherichia_coli	263.325	0
PF13416: Bacterial extracellular solute-binding protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	79.227	0
PF13416: Bacterial extracellular solute-binding protein|g__Roseobacter.s__Roseobacter_denitrificans	85.121	0
PF13416: Bacterial extracellular solute-binding protein|g__Staphylococcus.s__Staphylococcus_epidermidis	19.513	0
PF13416: Bacterial extracellular solute-binding protein|unclassified	47.226	0
PF13417: Glutathione S-transferase, N-terminal domain	577.51	0
PF13417: Glutathione S-transferase, N-terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	103.805	0
PF13417: Glutathione S-transferase, N-terminal domain|g__Escherichia.s__Escherichia_coli	262.345	0
PF13417: Glutathione S-transferase, N-terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	120.187	0
PF13417: Glutathione S-transferase, N-terminal domain|g__Roseobacter.s__Roseobacter_denitrificans	83.337	0
PF13417: Glutathione S-transferase, N-terminal domain|unclassified	7.836	0
PF13426: PAS domain	186.71	0
PF13426: PAS domain|g__Chromobacterium.s__Chromobacterium_violaceum	56.059	0
PF13426: PAS domain|g__Escherichia.s__Escherichia_coli	66.531	0
PF13426: PAS domain|unclassified	64.12	0
PF13434: L-lysine 6-monooxygenase (NADPH-requiring)	57.181	0
PF13434: L-lysine 6-monooxygenase (NADPH-requiring)|unclassified	57.181	0
PF13438: Domain of unknown function (DUF4113)	58.538	0
PF13438: Domain of unknown function (DUF4113)|unclassified	58.538	0
PF13439: Glycosyltransferase Family 4	142.159	0
PF13439: Glycosyltransferase Family 4|g__Chromobacterium.s__Chromobacterium_violaceum	17.451	0
PF13439: Glycosyltransferase Family 4|g__Corynebacterium.s__Corynebacterium_glutamicum	21.622	0
PF13439: Glycosyltransferase Family 4|g__Escherichia.s__Escherichia_coli	103.087	0
PF13442: Cytochrome C oxidase, cbb3-type, subunit III	377.435	0
PF13442: Cytochrome C oxidase, cbb3-type, subunit III|g__Chromobacterium.s__Chromobacterium_violaceum	76.404	0
PF13442: Cytochrome C oxidase, cbb3-type, subunit III|g__Polaromonas.s__Polaromonas_naphthalenivorans	128.016	0
PF13442: Cytochrome C oxidase, cbb3-type, subunit III|g__Roseobacter.s__Roseobacter_denitrificans	28.407	0
PF13442: Cytochrome C oxidase, cbb3-type, subunit III|unclassified	144.608	0
PF13449: Esterase-like activity of phytase	25.004	0
PF13449: Esterase-like activity of phytase|g__Corynebacterium.s__Corynebacterium_glutamicum	25.004	0
PF13452: N-terminal half of MaoC dehydratase	22.801	0
PF13452: N-terminal half of MaoC dehydratase|g__Polaromonas.s__Polaromonas_naphthalenivorans	22.801	0
PF13454: FAD-NAD(P)-binding	72.699	0
PF13454: FAD-NAD(P)-binding|g__Corynebacterium.s__Corynebacterium_glutamicum	64.592	0
PF13454: FAD-NAD(P)-binding|unclassified	8.107	0
PF13456: Reverse transcriptase-like	13.586	0
PF13456: Reverse transcriptase-like|unclassified	13.586	0
PF13458: Periplasmic binding protein	311.786	0
PF13458: Periplasmic binding protein|g__Escherichia.s__Escherichia_coli	30.89	0
PF13458: Periplasmic binding protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	117.369	0
PF13458: Periplasmic binding protein|unclassified	163.526	0
PF13460: NAD(P)H-binding	71.079	0
PF13460: NAD(P)H-binding|g__Escherichia.s__Escherichia_coli	41.751	0
PF13460: NAD(P)H-binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.443	0
PF13460: NAD(P)H-binding|unclassified	8.885	0
PF13462: Thioredoxin	74.685	0
PF13462: Thioredoxin|g__Corynebacterium.s__Corynebacterium_glutamicum	43.248	0
PF13462: Thioredoxin|g__Roseobacter.s__Roseobacter_denitrificans	31.437	0
PF13464: Domain of unknown function (DUF4115)	13.992	0
PF13464: Domain of unknown function (DUF4115)|g__Roseobacter.s__Roseobacter_denitrificans	13.992	0
PF13466: STAS domain	448.877	0
PF13466: STAS domain|g__Chromobacterium.s__Chromobacterium_violaceum	173.197	0
PF13466: STAS domain|g__Escherichia.s__Escherichia_coli	242.783	0
PF13466: STAS domain|g__Staphylococcus.s__Staphylococcus_epidermidis	32.897	0
PF13467: Ribbon-helix-helix domain	1015.33	0
PF13467: Ribbon-helix-helix domain|g__Roseobacter.s__Roseobacter_denitrificans	1015.33	0
PF13468: Glyoxalase-like domain	187.273	0
PF13468: Glyoxalase-like domain|g__Corynebacterium.s__Corynebacterium_glutamicum	187.273	0
PF13472: GDSL-like Lipase/Acylhydrolase family	127.303	0
PF13472: GDSL-like Lipase/Acylhydrolase family|g__Corynebacterium.s__Corynebacterium_glutamicum	29.941	0
PF13472: GDSL-like Lipase/Acylhydrolase family|g__Escherichia.s__Escherichia_coli	88.709	0
PF13472: GDSL-like Lipase/Acylhydrolase family|unclassified	8.653	0
PF13473: Cupredoxin-like domain	294.322	0
PF13473: Cupredoxin-like domain|g__Chromobacterium.s__Chromobacterium_violaceum	29.269	0
PF13473: Cupredoxin-like domain|g__Corynebacterium.s__Corynebacterium_glutamicum	31.852	0
PF13473: Cupredoxin-like domain|g__Escherichia.s__Escherichia_coli	33.904	0
PF13473: Cupredoxin-like domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	199.297	0
PF13474: SnoaL-like domain	226.425	0
PF13474: SnoaL-like domain|g__Escherichia.s__Escherichia_coli	226.425	0
PF13476: AAA domain	92.664	0
PF13476: AAA domain|g__Escherichia.s__Escherichia_coli	48.778	0
PF13476: AAA domain|unclassified	43.886	0
PF13478: XdhC Rossmann domain	184.216	0
PF13478: XdhC Rossmann domain|g__Chromobacterium.s__Chromobacterium_violaceum	31.139	0
PF13478: XdhC Rossmann domain|g__Escherichia.s__Escherichia_coli	12.884	0
PF13478: XdhC Rossmann domain|unclassified	140.193	0
PF13488: Glycine zipper	79.066	0
PF13488: Glycine zipper|g__Polaromonas.s__Polaromonas_naphthalenivorans	38.88	0
PF13488: Glycine zipper|g__Staphylococcus.s__Staphylococcus_epidermidis	28.845	0
PF13488: Glycine zipper|unclassified	11.341	0
PF13491: 4TM region of DNA translocase FtsK/SpoIIIE	19.148	0
PF13491: 4TM region of DNA translocase FtsK/SpoIIIE|unclassified	19.148	0
PF13492: GAF domain	23.579	0
PF13492: GAF domain|unclassified	23.579	0
PF13493: Domain of unknown function (DUF4118)	39.629	0
