# Gene Family	SRS1007613.eggnog	tiny-test-data-mt.eggnog
ENOG4105VG5: NO_NAME	35.541	0
ENOG4105VG5: NO_NAME|g__Escherichia.s__Escherichia_coli	35.541	0
ENOG4105VIE: NO_NAME	1423.66	0
ENOG4105VIE: NO_NAME|g__Escherichia.s__Escherichia_coli	1405.97	0
ENOG4105VIE: NO_NAME|unclassified	17.691	0
ENOG4105VMZ: NO_NAME	28.756	0
ENOG4105VMZ: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.756	0
ENOG4105VND: NO_NAME	13.586	0
ENOG4105VND: NO_NAME|unclassified	13.586	0
ENOG4105VNH: NO_NAME	55.681	0
ENOG4105VNH: NO_NAME|g__Escherichia.s__Escherichia_coli	55.681	0
ENOG4105VPB: NO_NAME	268.392	0
ENOG4105VPB: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	268.392	0
ENOG4105VPH: NO_NAME	137.636	0
ENOG4105VPH: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	137.636	0
ENOG4105VQK: NO_NAME	79.748	0
ENOG4105VQK: NO_NAME|g__Escherichia.s__Escherichia_coli	79.748	0
ENOG4105VR0: NO_NAME	12.516	0
ENOG4105VR0: NO_NAME|g__Escherichia.s__Escherichia_coli	12.516	0
ENOG4105VR4: NO_NAME	489.116	0
ENOG4105VR4: NO_NAME|g__Escherichia.s__Escherichia_coli	489.116	0
ENOG4105VR5: NO_NAME	15.193	0
ENOG4105VR5: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	15.193	0
ENOG4105VRA: NO_NAME	199.029	0
ENOG4105VRA: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	199.029	0
ENOG4105VRR: NO_NAME	16.181	0
ENOG4105VRR: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.181	0
ENOG4105VS7: NO_NAME	9.918	0
ENOG4105VS7: NO_NAME|unclassified	9.918	0
ENOG4105VW4: NO_NAME	107.583	0
ENOG4105VW4: NO_NAME|g__Escherichia.s__Escherichia_coli	107.583	0
ENOG4105VXR: NO_NAME	37.304	0
ENOG4105VXR: NO_NAME|unclassified	37.304	0
ENOG4105VZ1: NO_NAME	9.389	0
ENOG4105VZ1: NO_NAME|unclassified	9.389	0
ENOG4105VZ9: NO_NAME	987.963	0
ENOG4105VZ9: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	847.695	0
ENOG4105VZ9: NO_NAME|g__Escherichia.s__Escherichia_coli	140.268	0
ENOG4105VZF: NO_NAME	189.551	0
ENOG4105VZF: NO_NAME|g__Escherichia.s__Escherichia_coli	189.551	0
ENOG4105W0Z: NO_NAME	104.752	0
ENOG4105W0Z: NO_NAME|g__Escherichia.s__Escherichia_coli	104.752	0
ENOG4105W16: NO_NAME	203.806	0
ENOG4105W16: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	203.806	0
ENOG4105W39: NO_NAME	374.349	0
ENOG4105W39: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	374.349	0
ENOG4105W49: NO_NAME	43.267	0
ENOG4105W49: NO_NAME|g__Escherichia.s__Escherichia_coli	43.267	0
ENOG4105W4M: NO_NAME	28.032	0
ENOG4105W4M: NO_NAME|g__Escherichia.s__Escherichia_coli	28.032	0
ENOG4105W4W: NO_NAME	14.855	0
ENOG4105W4W: NO_NAME|g__Escherichia.s__Escherichia_coli	14.855	0
ENOG4105W87: NO_NAME	20.777	0
ENOG4105W87: NO_NAME|unclassified	20.777	0
ENOG4105W8B: NO_NAME	26.34	0
ENOG4105W8B: NO_NAME|unclassified	26.34	0
ENOG4105W8I: NO_NAME	26.412	0
ENOG4105W8I: NO_NAME|g__Escherichia.s__Escherichia_coli	26.412	0
ENOG4105WAE: NO_NAME	37.553	0
ENOG4105WAE: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	37.553	0
ENOG4105WCY: NO_NAME	75.059	0
ENOG4105WCY: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	75.059	0
ENOG4105WDY: NO_NAME	90.468	0
ENOG4105WDY: NO_NAME|g__Escherichia.s__Escherichia_coli	90.468	0
ENOG4105WF4: NO_NAME	52.594	0
ENOG4105WF4: NO_NAME|g__Escherichia.s__Escherichia_coli	52.594	0
ENOG4105WH1: NO_NAME	126.43	0
ENOG4105WH1: NO_NAME|g__Escherichia.s__Escherichia_coli	57.941	0
ENOG4105WH1: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	43.685	0
ENOG4105WH1: NO_NAME|unclassified	24.804	0
ENOG4105WIU: NO_NAME	47.959	0
ENOG4105WIU: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	47.959	0
ENOG4105WJ3: NO_NAME	42.802	0
ENOG4105WJ3: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	42.802	0
ENOG4105WJV: NO_NAME	74.192	0
ENOG4105WJV: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	74.192	0
ENOG4105WKI: NO_NAME	28.123	0
ENOG4105WKI: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	28.123	0
ENOG4105WKS: NO_NAME	226.985	0
ENOG4105WKS: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	226.985	0
ENOG4105WP7: NO_NAME	2530.95	0
ENOG4105WP7: NO_NAME|g__Escherichia.s__Escherichia_coli	2530.95	0
ENOG4105WQ5: NO_NAME	13.774	0
ENOG4105WQ5: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	13.774	0
ENOG4105WSE: NO_NAME	1801.61	0
ENOG4105WSE: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	1801.61	0
ENOG4105WVM: NO_NAME	129.926	0
ENOG4105WVM: NO_NAME|g__Escherichia.s__Escherichia_coli	129.926	0
ENOG4105WXT: NO_NAME	17.178	0
ENOG4105WXT: NO_NAME|unclassified	17.178	0
ENOG4105WZ4: NO_NAME	16.323	0
ENOG4105WZ4: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	16.323	0
ENOG4105WZI: NO_NAME	9.523	0
ENOG4105WZI: NO_NAME|unclassified	9.523	0
ENOG4105X4K: NO_NAME	30.536	0
ENOG4105X4K: NO_NAME|unclassified	30.536	0
ENOG4105X6S: NO_NAME	1015.33	0
ENOG4105X6S: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	1015.33	0
ENOG4105XA0: NO_NAME	6.322	0
ENOG4105XA0: NO_NAME|unclassified	6.322	0
ENOG4105XBB: NO_NAME	110.846	0
ENOG4105XBB: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	110.846	0
ENOG4105XEA: NO_NAME	80.706	0
ENOG4105XEA: NO_NAME|g__Escherichia.s__Escherichia_coli	59.569	0
ENOG4105XEA: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.137	0
ENOG4105XEP: NO_NAME	418.249	0
ENOG4105XEP: NO_NAME|g__Escherichia.s__Escherichia_coli	418.249	0
ENOG4105XJC: NO_NAME	77.97	0
ENOG4105XJC: NO_NAME|g__Escherichia.s__Escherichia_coli	77.97	0
ENOG4105XJI: NO_NAME	3.291	0
ENOG4105XJI: NO_NAME|unclassified	3.291	0
ENOG4105XP4: NO_NAME	83.086	0
ENOG4105XP4: NO_NAME|g__Escherichia.s__Escherichia_coli	83.086	0
ENOG4105XPH: NO_NAME	68.631	0
ENOG4105XPH: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	68.631	0
ENOG4105XPQ: NO_NAME	56.273	0
ENOG4105XPQ: NO_NAME|g__Escherichia.s__Escherichia_coli	56.273	0
ENOG4105XQ6: NO_NAME	594.501	0
ENOG4105XQ6: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	594.501	0
ENOG4105XQU: NO_NAME	24.089	0
ENOG4105XQU: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	24.089	0
ENOG4105XS8: NO_NAME	17.909	0
ENOG4105XS8: NO_NAME|unclassified	17.909	0
ENOG4105XT2: NO_NAME	21.646	0
ENOG4105XT2: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	21.646	0
ENOG4105XTH: NO_NAME	71.082	0
ENOG4105XTH: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	71.082	0
ENOG4105XZD: NO_NAME	268.84	0
ENOG4105XZD: NO_NAME|g__Escherichia.s__Escherichia_coli	268.84	0
ENOG4105Y49: NO_NAME	57.63	0
ENOG4105Y49: NO_NAME|g__Escherichia.s__Escherichia_coli	48.415	0
ENOG4105Y49: NO_NAME|unclassified	9.215	0
ENOG4105Y4I: NO_NAME	65.131	0
ENOG4105Y4I: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	65.131	0
ENOG4105Y75: NO_NAME	81.361	0
ENOG4105Y75: NO_NAME|g__Escherichia.s__Escherichia_coli	81.361	0
ENOG4105Y84: NO_NAME	90.38	0
ENOG4105Y84: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	90.38	0
ENOG4105YAZ: NO_NAME	43.693	0
ENOG4105YAZ: NO_NAME|g__Escherichia.s__Escherichia_coli	43.693	0
ENOG4105YBM: NO_NAME	33.4	0
ENOG4105YBM: NO_NAME|g__Escherichia.s__Escherichia_coli	33.4	0
ENOG4105Z0E: NO_NAME	43.166	0
ENOG4105Z0E: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	43.166	0
ENOG4105Z3R: NO_NAME	18.344	0
ENOG4105Z3R: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.344	0
ENOG4105ZD5: NO_NAME	18.176	0
ENOG4105ZD5: NO_NAME|g__Escherichia.s__Escherichia_coli	18.176	0
ENOG4105ZIE: NO_NAME	48.54	0
ENOG4105ZIE: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	9.795	0
ENOG4105ZIE: NO_NAME|g__Escherichia.s__Escherichia_coli	38.745	0
ENOG4105ZIT: NO_NAME	101.654	0
ENOG4105ZIT: NO_NAME|g__Escherichia.s__Escherichia_coli	101.654	0
ENOG4105ZMH: NO_NAME	62.337	0
ENOG4105ZMH: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	62.337	0
ENOG4105ZQI: NO_NAME	86.89	0
ENOG4105ZQI: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	86.89	0
ENOG4105ZY9: NO_NAME	101.801	0
ENOG4105ZY9: NO_NAME|g__Escherichia.s__Escherichia_coli	101.801	0
ENOG410600T: NO_NAME	52.407	0
ENOG410600T: NO_NAME|g__Escherichia.s__Escherichia_coli	32.118	0
ENOG410600T: NO_NAME|unclassified	20.289	0
ENOG410601J: NO_NAME	32.393	0
ENOG410601J: NO_NAME|g__Escherichia.s__Escherichia_coli	32.393	0
ENOG41060NJ: NO_NAME	50.269	0
ENOG41060NJ: NO_NAME|g__Escherichia.s__Escherichia_coli	41.836	0
ENOG41060NJ: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	8.433	0
ENOG41060QH: NO_NAME	27.292	0
ENOG41060QH: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	27.292	0
ENOG410610J: NO_NAME	76.549	0
ENOG410610J: NO_NAME|g__Escherichia.s__Escherichia_coli	76.549	0
ENOG410617M: NO_NAME	36.344	0
ENOG410617M: NO_NAME|g__Escherichia.s__Escherichia_coli	36.344	0
ENOG4106188: NO_NAME	14.634	0
ENOG4106188: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	14.634	0
ENOG41061AU: NO_NAME	41.901	0
ENOG41061AU: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	41.901	0
ENOG41061CY: NO_NAME	90.025	0
ENOG41061CY: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	90.025	0
ENOG41061H0: NO_NAME	14.574	0
ENOG41061H0: NO_NAME|g__Escherichia.s__Escherichia_coli	14.574	0
ENOG41061MD: NO_NAME	35.659	0
ENOG41061MD: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	35.659	0
ENOG41061QS: NO_NAME	23.979	0
ENOG41061QS: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	23.979	0
ENOG41061WM: NO_NAME	14.541	0
ENOG41061WM: NO_NAME|g__Escherichia.s__Escherichia_coli	14.541	0
ENOG4106258: NO_NAME	31.112	0
ENOG4106258: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	31.112	0
ENOG410626B: NO_NAME	23.282	0
ENOG410626B: NO_NAME|g__Escherichia.s__Escherichia_coli	23.282	0
ENOG410626I: NO_NAME	29.995	0
ENOG410626I: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.995	0
ENOG410627K: NO_NAME	53.322	0
ENOG410627K: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	53.322	0
ENOG41062BP: NO_NAME	84.693	0
ENOG41062BP: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	84.693	0
ENOG41062DW: NO_NAME	18.012	0
ENOG41062DW: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	18.012	0
ENOG41062P0: NO_NAME	271.403	0
ENOG41062P0: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	271.403	0
ENOG41062Z9: NO_NAME	49.45	0
ENOG41062Z9: NO_NAME|g__Escherichia.s__Escherichia_coli	49.45	0
ENOG410634X: NO_NAME	6.155	0
ENOG410634X: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	6.155	0
ENOG4106360: NO_NAME	27.118	0
ENOG4106360: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	27.118	0
ENOG41063JG: NO_NAME	103.48	0
ENOG41063JG: NO_NAME|g__Escherichia.s__Escherichia_coli	103.48	0
ENOG41063SB: NO_NAME	74.284	0
ENOG41063SB: NO_NAME|g__Escherichia.s__Escherichia_coli	74.284	0
ENOG41063W2: NO_NAME	23.143	0
ENOG41063W2: NO_NAME|g__Escherichia.s__Escherichia_coli	23.143	0
ENOG41063Y6: NO_NAME	31.845	0
ENOG41063Y6: NO_NAME|g__Escherichia.s__Escherichia_coli	31.845	0
ENOG410642E: NO_NAME	14.216	0
ENOG410642E: NO_NAME|g__Escherichia.s__Escherichia_coli	14.216	0
ENOG410642W: NO_NAME	35.58	0
ENOG410642W: NO_NAME|g__Escherichia.s__Escherichia_coli	16.867	0
ENOG410642W: NO_NAME|unclassified	18.713	0
ENOG41064MM: NO_NAME	173.091	0
ENOG41064MM: NO_NAME|g__Escherichia.s__Escherichia_coli	173.091	0
ENOG41064T2: NO_NAME	45.368	0
ENOG41064T2: NO_NAME|g__Escherichia.s__Escherichia_coli	45.368	0
ENOG41064VP: NO_NAME	36.648	0
ENOG41064VP: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	36.648	0
ENOG41064X9: NO_NAME	27.125	0
ENOG41064X9: NO_NAME|unclassified	27.125	0
ENOG410650H: NO_NAME	33.904	0
ENOG410650H: NO_NAME|g__Escherichia.s__Escherichia_coli	33.904	0
ENOG410657R: NO_NAME	26.316	0
ENOG410657R: NO_NAME|g__Escherichia.s__Escherichia_coli	26.316	0
ENOG410658G: NO_NAME	50.566	0
ENOG410658G: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	50.566	0
ENOG41065A1: NO_NAME	102.066	0
ENOG41065A1: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	102.066	0
ENOG41065TG: NO_NAME	48.897	0
ENOG41065TG: NO_NAME|g__Escherichia.s__Escherichia_coli	48.897	0
ENOG410667J: NO_NAME	26.103	0
ENOG410667J: NO_NAME|g__Escherichia.s__Escherichia_coli	26.103	0
ENOG41067B5: NO_NAME	24.406	0
ENOG41067B5: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	13.898	0
ENOG41067B5: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	10.508	0
ENOG41067JA: NO_NAME	49.909	0
ENOG41067JA: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	49.909	0
ENOG41067MG: NO_NAME	148.562	0
ENOG41067MG: NO_NAME|g__Escherichia.s__Escherichia_coli	148.562	0
ENOG41067YX: NO_NAME	9.41	0
ENOG41067YX: NO_NAME|unclassified	9.41	0
ENOG410682Y: NO_NAME	18.176	0
ENOG410682Y: NO_NAME|g__Escherichia.s__Escherichia_coli	18.176	0
ENOG410687F: NO_NAME	21.517	0
ENOG410687F: NO_NAME|unclassified	21.517	0
ENOG41068B1: NO_NAME	15.412	0
ENOG41068B1: NO_NAME|unclassified	15.412	0
ENOG41068IF: NO_NAME	37.074	0
ENOG41068IF: NO_NAME|g__Escherichia.s__Escherichia_coli	37.074	0
ENOG41068JE: NO_NAME	17.254	0
ENOG41068JE: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	17.254	0
ENOG41068MQ: NO_NAME	81.968	0
ENOG41068MQ: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	81.968	0
ENOG410695M: NO_NAME	23.143	0
ENOG410695M: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	23.143	0
ENOG41069M3: NO_NAME	29.938	0
ENOG41069M3: NO_NAME|g__Escherichia.s__Escherichia_coli	29.938	0
ENOG41069NU: NO_NAME	91.503	0
ENOG41069NU: NO_NAME|unclassified	91.503	0
ENOG41069YE: NO_NAME	33.945	0
ENOG41069YE: NO_NAME|unclassified	33.945	0
ENOG4106A72: NO_NAME	34.714	0
ENOG4106A72: NO_NAME|g__Escherichia.s__Escherichia_coli	34.714	0
ENOG4106ADH: NO_NAME	10.155	0
ENOG4106ADH: NO_NAME|unclassified	10.155	0
ENOG4106AUK: NO_NAME	99.514	0
ENOG4106AUK: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	99.514	0
ENOG4106B43: NO_NAME	248.786	0
ENOG4106B43: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	248.786	0
ENOG4106B78: NO_NAME	74.121	0
ENOG4106B78: NO_NAME|unclassified	74.121	0
ENOG4106BDP: NO_NAME	1040.05	0
ENOG4106BDP: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	1040.05	0
ENOG4106C0I: NO_NAME	591.736	0
ENOG4106C0I: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	591.736	0
ENOG4106C3V: NO_NAME	38.304	0
ENOG4106C3V: NO_NAME|g__Escherichia.s__Escherichia_coli	15.558	0
ENOG4106C3V: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	22.746	0
ENOG4106CJB: NO_NAME	3.913	0
ENOG4106CJB: NO_NAME|unclassified	3.913	0
ENOG4106CWW: NO_NAME	146.89	0
ENOG4106CWW: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	146.89	0
ENOG4106D67: NO_NAME	25.194	0
ENOG4106D67: NO_NAME|g__Escherichia.s__Escherichia_coli	25.194	0
ENOG4106D93: NO_NAME	76.457	0
ENOG4106D93: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	76.457	0
ENOG4106DRA: NO_NAME	36.519	0
ENOG4106DRA: NO_NAME|g__Escherichia.s__Escherichia_coli	36.519	0
ENOG4106DTQ: NO_NAME	51.006	0
ENOG4106DTQ: NO_NAME|g__Escherichia.s__Escherichia_coli	25.971	0
ENOG4106DTQ: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	25.035	0
ENOG4106EG9: NO_NAME	24.776	0
ENOG4106EG9: NO_NAME|g__Escherichia.s__Escherichia_coli	24.776	0
ENOG4106EQQ: NO_NAME	43.743	0
ENOG4106EQQ: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	43.743	0
ENOG4106ETB: NO_NAME	84.25	0
ENOG4106ETB: NO_NAME|g__Escherichia.s__Escherichia_coli	84.25	0
ENOG4106FCA: NO_NAME	159.687	0
ENOG4106FCA: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	159.687	0
ENOG4106FQ6: NO_NAME	17.589	0
ENOG4106FQ6: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	17.589	0
ENOG4106FQ9: NO_NAME	11.777	0
ENOG4106FQ9: NO_NAME|unclassified	11.777	0
ENOG4106FVC: NO_NAME	14.881	0
ENOG4106FVC: NO_NAME|g__Escherichia.s__Escherichia_coli	14.881	0
ENOG4106G61: NO_NAME	19.513	0
ENOG4106G61: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.513	0
ENOG4106H1J: NO_NAME	71.488	0
ENOG4106H1J: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	71.488	0
ENOG4106H6R: NO_NAME	42.132	0
ENOG4106H6R: NO_NAME|unclassified	42.132	0
ENOG4106H78: NO_NAME	176.019	0
ENOG4106H78: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	176.019	0
ENOG4106HB6: NO_NAME	20.996	0
ENOG4106HB6: NO_NAME|g__Escherichia.s__Escherichia_coli	20.996	0
ENOG4106HFG: NO_NAME	28.718	0
ENOG4106HFG: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	28.718	0
ENOG4106HGK: NO_NAME	25.454	0
ENOG4106HGK: NO_NAME|g__Escherichia.s__Escherichia_coli	25.454	0
ENOG4106HKS: NO_NAME	142.163	0
ENOG4106HKS: NO_NAME|g__Escherichia.s__Escherichia_coli	142.163	0
ENOG4106HUR: NO_NAME	12.518	0
ENOG4106HUR: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	12.518	0
ENOG4106I92: NO_NAME	12.127	0
ENOG4106I92: NO_NAME|unclassified	12.127	0
ENOG4106JDQ: NO_NAME	63.824	0
ENOG4106JDQ: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	25.158	0
ENOG4106JDQ: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	3.533	0
ENOG4106JDQ: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	7.035	0
ENOG4106JDQ: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	28.098	0
ENOG4106JH6: NO_NAME	26.26	0
ENOG4106JH6: NO_NAME|g__Escherichia.s__Escherichia_coli	26.26	0
ENOG4106K28: NO_NAME	33.312	0
ENOG4106K28: NO_NAME|g__Escherichia.s__Escherichia_coli	33.312	0
ENOG4106KVJ: NO_NAME	51.016	0
ENOG4106KVJ: NO_NAME|g__Escherichia.s__Escherichia_coli	51.016	0
ENOG4106MEF: NO_NAME	97.848	0
ENOG4106MEF: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	97.848	0
ENOG4106MH3: NO_NAME	57.483	0
ENOG4106MH3: NO_NAME|g__Escherichia.s__Escherichia_coli	57.483	0
ENOG4106MPC: NO_NAME	11.777	0
ENOG4106MPC: NO_NAME|g__Escherichia.s__Escherichia_coli	11.777	0
ENOG4106MWK: NO_NAME	33.45	0
ENOG4106MWK: NO_NAME|g__Escherichia.s__Escherichia_coli	33.45	0
ENOG4106N3A: NO_NAME	39.463	0
ENOG4106N3A: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	39.463	0
ENOG4106NZI: NO_NAME	20.945	0
ENOG4106NZI: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	20.945	0
ENOG4106PHI: NO_NAME	315.573	0
ENOG4106PHI: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	315.573	0
ENOG4106PZ8: NO_NAME	9.853	0
ENOG4106PZ8: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	9.853	0
ENOG4106QFE: NO_NAME	26.471	0
ENOG4106QFE: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	26.471	0
ENOG4106QK3: NO_NAME	28.365	0
ENOG4106QK3: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.365	0
ENOG4106R3P: NO_NAME	48.812	0
ENOG4106R3P: NO_NAME|g__Escherichia.s__Escherichia_coli	48.812	0
ENOG4106RA2: NO_NAME	25.668	0
ENOG4106RA2: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.668	0
ENOG4106RE7: NO_NAME	46.38	0
ENOG4106RE7: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	46.38	0
ENOG4106S2D: NO_NAME	12.882	0
ENOG4106S2D: NO_NAME|g__Escherichia.s__Escherichia_coli	12.882	0
ENOG4106S4J: NO_NAME	180.738	0
ENOG4106S4J: NO_NAME|g__Escherichia.s__Escherichia_coli	180.738	0
ENOG4106SNF: NO_NAME	101.593	0
ENOG4106SNF: NO_NAME|g__Escherichia.s__Escherichia_coli	81.974	0
ENOG4106SNF: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.618	0
ENOG4106T0B: NO_NAME	14.581	0
ENOG4106T0B: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	14.581	0
ENOG4106TFY: NO_NAME	31.437	0
ENOG4106TFY: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	31.437	0
ENOG4106TNF: NO_NAME	92.741	0
ENOG4106TNF: NO_NAME|g__Escherichia.s__Escherichia_coli	92.741	0
ENOG4106TUC: NO_NAME	93.94	0
ENOG4106TUC: NO_NAME|g__Escherichia.s__Escherichia_coli	93.94	0
ENOG4106U5A: NO_NAME	37.806	0
ENOG4106U5A: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	23.278	0
ENOG4106U5A: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	14.528	0
ENOG4106UVR: NO_NAME	10.936	0
ENOG4106UVR: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	10.936	0
ENOG4106UW1: NO_NAME	29.462	0
ENOG4106UW1: NO_NAME|g__Escherichia.s__Escherichia_coli	29.462	0
ENOG4106UWV: NO_NAME	186.046	0
ENOG4106UWV: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	186.046	0
ENOG4106V8H: NO_NAME	82.006	0
ENOG4106V8H: NO_NAME|g__Escherichia.s__Escherichia_coli	82.006	0
ENOG4106W5V: NO_NAME	22.729	0
ENOG4106W5V: NO_NAME|g__Escherichia.s__Escherichia_coli	22.729	0
ENOG4106WF9: NO_NAME	12.324	0
ENOG4106WF9: NO_NAME|g__Escherichia.s__Escherichia_coli	12.324	0
ENOG4106WMV: NO_NAME	43.139	0
ENOG4106WMV: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	43.139	0
ENOG4106WTF: NO_NAME	12.677	0
ENOG4106WTF: NO_NAME|g__Escherichia.s__Escherichia_coli	12.677	0
ENOG4106WZ1: NO_NAME	55.676	0
ENOG4106WZ1: NO_NAME|g__Escherichia.s__Escherichia_coli	38.998	0
ENOG4106WZ1: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	16.678	0
ENOG4106XCP: NO_NAME	56.187	0
ENOG4106XCP: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	56.187	0
ENOG4106XMA: NO_NAME	46.927	0
ENOG4106XMA: NO_NAME|g__Escherichia.s__Escherichia_coli	46.927	0
ENOG4106YAH: NO_NAME	92.572	0
ENOG4106YAH: NO_NAME|g__Escherichia.s__Escherichia_coli	92.572	0
ENOG4106YG3: NO_NAME	58.031	0
ENOG4106YG3: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	21.517	0
ENOG4106YG3: NO_NAME|g__Escherichia.s__Escherichia_coli	36.514	0
ENOG4106YYE: NO_NAME	29.941	0
ENOG4106YYE: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	29.941	0
ENOG4106Z1T: NO_NAME	66.087	0
