# Gene Family	SRS1007613.go	tiny-test-data-mt.go
GO:0046316: [MF] gluconokinase activity	25.704	0
GO:0046316: [MF] gluconokinase activity|g__Escherichia.s__Escherichia_coli	13.821	0
GO:0046316: [MF] gluconokinase activity|unclassified	11.882	0
GO:0046336: [BP] ethanolamine catabolic process	482.228	0
GO:0046336: [BP] ethanolamine catabolic process|g__Chromobacterium.s__Chromobacterium_violaceum	15.624	0
GO:0046336: [BP] ethanolamine catabolic process|g__Escherichia.s__Escherichia_coli	405.365	0
GO:0046336: [BP] ethanolamine catabolic process|g__Staphylococcus.s__Staphylococcus_epidermidis	61.24	0
GO:0046348: [BP] amino sugar catabolic process	169.223	0
GO:0046348: [BP] amino sugar catabolic process|g__Escherichia.s__Escherichia_coli	21.033	0
GO:0046348: [BP] amino sugar catabolic process|unclassified	148.191	0
GO:0046386: [BP] deoxyribose phosphate catabolic process	30.561	0
GO:0046386: [BP] deoxyribose phosphate catabolic process|g__Roseobacter.s__Roseobacter_denitrificans	30.561	0
GO:0046392: [BP] galactarate catabolic process	182.094	0
GO:0046392: [BP] galactarate catabolic process|g__Escherichia.s__Escherichia_coli	109.777	0
GO:0046392: [BP] galactarate catabolic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	72.316	0
GO:0046416: [BP] D-amino acid metabolic process	23.143	0
GO:0046416: [BP] D-amino acid metabolic process|unclassified	23.143	0
GO:0046417: [BP] chorismate metabolic process	65.255	0
GO:0046417: [BP] chorismate metabolic process|g__Escherichia.s__Escherichia_coli	65.255	0
GO:0046421: [MF] methylisocitrate lyase activity	72.162	0
GO:0046421: [MF] methylisocitrate lyase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	60.454	0
GO:0046421: [MF] methylisocitrate lyase activity|unclassified	11.708	0
GO:0046428: [MF] 1,4-dihydroxy-2-naphthoate octaprenyltransferase activity	23.986	0
GO:0046428: [MF] 1,4-dihydroxy-2-naphthoate octaprenyltransferase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	15.823	0
GO:0046428: [MF] 1,4-dihydroxy-2-naphthoate octaprenyltransferase activity|unclassified	8.163	0
GO:0046429: [MF] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity	82.391	0
GO:0046429: [MF] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity|g__Chromobacterium.s__Chromobacterium_violaceum	8.574	0
GO:0046429: [MF] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.209	0
GO:0046429: [MF] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity|g__Roseobacter.s__Roseobacter_denitrificans	23.174	0
GO:0046429: [MF] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity|unclassified	42.434	0
GO:0046459: [BP] short-chain fatty acid metabolic process	27.787	0
GO:0046459: [BP] short-chain fatty acid metabolic process|g__Escherichia.s__Escherichia_coli	27.787	0
GO:0046474: [BP] glycerophospholipid biosynthetic process	148.615	0
GO:0046474: [BP] glycerophospholipid biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	16.116	0
GO:0046474: [BP] glycerophospholipid biosynthetic process|g__Escherichia.s__Escherichia_coli	132.499	0
GO:0046487: [BP] glyoxylate metabolic process	219.119	0
GO:0046487: [BP] glyoxylate metabolic process|g__Escherichia.s__Escherichia_coli	219.119	0
GO:0046488: [BP] phosphatidylinositol metabolic process	21.622	0
GO:0046488: [BP] phosphatidylinositol metabolic process|g__Corynebacterium.s__Corynebacterium_glutamicum	21.622	0
GO:0046526: [MF] D-xylulose reductase activity	54.829	0
GO:0046526: [MF] D-xylulose reductase activity|g__Roseobacter.s__Roseobacter_denitrificans	54.829	0
GO:0046537: [MF] 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	17.7	0
GO:0046537: [MF] 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity|g__Chromobacterium.s__Chromobacterium_violaceum	14.304	0
GO:0046537: [MF] 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity|g__Escherichia.s__Escherichia_coli	3.396	0
GO:0046553: [MF] D-malate dehydrogenase (decarboxylating) activity	81.475	0
GO:0046553: [MF] D-malate dehydrogenase (decarboxylating) activity|g__Escherichia.s__Escherichia_coli	48.923	0
GO:0046553: [MF] D-malate dehydrogenase (decarboxylating) activity|unclassified	32.552	0
GO:0046557: [MF] glucan endo-1,6-beta-glucosidase activity	20.314	0
GO:0046557: [MF] glucan endo-1,6-beta-glucosidase activity|g__Escherichia.s__Escherichia_coli	20.314	0
GO:0046583: [MF] cation efflux transmembrane transporter activity	34.638	0
GO:0046583: [MF] cation efflux transmembrane transporter activity|unclassified	34.638	0
GO:0046589: [MF] ribonuclease T1 activity	16.314	0
GO:0046589: [MF] ribonuclease T1 activity|unclassified	16.314	0
GO:0046618: [BP] drug export	70.978	0
GO:0046618: [BP] drug export|g__Escherichia.s__Escherichia_coli	64.67	0
GO:0046618: [BP] drug export|g__Staphylococcus.s__Staphylococcus_epidermidis	6.308	0
GO:0046653: [BP] tetrahydrofolate metabolic process	47.959	0
GO:0046653: [BP] tetrahydrofolate metabolic process|g__Roseobacter.s__Roseobacter_denitrificans	47.959	0
GO:0046654: [BP] tetrahydrofolate biosynthetic process	488.914	0
GO:0046654: [BP] tetrahydrofolate biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	25.075	0
GO:0046654: [BP] tetrahydrofolate biosynthetic process|g__Corynebacterium.s__Corynebacterium_glutamicum	134.614	0
GO:0046654: [BP] tetrahydrofolate biosynthetic process|g__Escherichia.s__Escherichia_coli	185.004	0
GO:0046654: [BP] tetrahydrofolate biosynthetic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	58.895	0
GO:0046654: [BP] tetrahydrofolate biosynthetic process|unclassified	85.325	0
GO:0046656: [BP] folic acid biosynthetic process	397.29	0
GO:0046656: [BP] folic acid biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	25.075	0
GO:0046656: [BP] folic acid biosynthetic process|g__Escherichia.s__Escherichia_coli	253.281	0
GO:0046656: [BP] folic acid biosynthetic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	82.449	0
GO:0046656: [BP] folic acid biosynthetic process|unclassified	36.485	0
GO:0046657: [BP] folic acid catabolic process	2.508	0
GO:0046657: [BP] folic acid catabolic process|unclassified	2.508	0
GO:0046658: [CC] anchored component of plasma membrane	17.201	0
GO:0046658: [CC] anchored component of plasma membrane|g__Escherichia.s__Escherichia_coli	17.201	0
GO:0046677: [BP] response to antibiotic	1688.325	0
GO:0046677: [BP] response to antibiotic|g__Chromobacterium.s__Chromobacterium_violaceum	99.729	0
GO:0046677: [BP] response to antibiotic|g__Corynebacterium.s__Corynebacterium_glutamicum	40.743	0
GO:0046677: [BP] response to antibiotic|g__Escherichia.s__Escherichia_coli	993.86	0
GO:0046677: [BP] response to antibiotic|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.42	0
GO:0046677: [BP] response to antibiotic|g__Staphylococcus.s__Staphylococcus_epidermidis	386.795	0
GO:0046677: [BP] response to antibiotic|unclassified	160.778	0
GO:0046685: [BP] response to arsenic-containing substance	74.808	0
GO:0046685: [BP] response to arsenic-containing substance|g__Corynebacterium.s__Corynebacterium_glutamicum	39.806	0
GO:0046685: [BP] response to arsenic-containing substance|g__Staphylococcus.s__Staphylococcus_epidermidis	35.002	0
GO:0046686: [BP] response to cadmium ion	25.757	0
GO:0046686: [BP] response to cadmium ion|g__Staphylococcus.s__Staphylococcus_epidermidis	25.757	0
GO:0046688: [BP] response to copper ion	218.231	0
GO:0046688: [BP] response to copper ion|g__Escherichia.s__Escherichia_coli	44.713	0
GO:0046688: [BP] response to copper ion|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.565	0
GO:0046688: [BP] response to copper ion|g__Staphylococcus.s__Staphylococcus_epidermidis	59.412	0
GO:0046688: [BP] response to copper ion|unclassified	93.542	0
GO:0046689: [BP] response to mercury ion	74.29	0
GO:0046689: [BP] response to mercury ion|g__Escherichia.s__Escherichia_coli	25.517	0
GO:0046689: [BP] response to mercury ion|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.959	0
GO:0046689: [BP] response to mercury ion|g__Roseobacter.s__Roseobacter_denitrificans	28.814	0
GO:0046690: [BP] response to tellurium ion	58.41	0
GO:0046690: [BP] response to tellurium ion|g__Polaromonas.s__Polaromonas_naphthalenivorans	23.773	0
GO:0046690: [BP] response to tellurium ion|unclassified	34.638	0
GO:0046718: [BP] viral entry into host cell	444.722	0
GO:0046718: [BP] viral entry into host cell|g__Escherichia.s__Escherichia_coli	444.722	0
GO:0046777: [BP] protein autophosphorylation	132.332	0
GO:0046777: [BP] protein autophosphorylation|g__Escherichia.s__Escherichia_coli	56.074	0
GO:0046777: [BP] protein autophosphorylation|g__Staphylococcus.s__Staphylococcus_epidermidis	16.664	0
GO:0046777: [BP] protein autophosphorylation|unclassified	59.594	0
GO:0046790: [MF] virion binding	8.635	0
GO:0046790: [MF] virion binding|unclassified	8.635	0
GO:0046820: [MF] 4-amino-4-deoxychorismate synthase activity	67.249	0
GO:0046820: [MF] 4-amino-4-deoxychorismate synthase activity|g__Escherichia.s__Escherichia_coli	38.612	0
GO:0046820: [MF] 4-amino-4-deoxychorismate synthase activity|unclassified	28.637	0
GO:0046854: [BP] phosphatidylinositol phosphorylation	593.069	0
GO:0046854: [BP] phosphatidylinositol phosphorylation|g__Chromobacterium.s__Chromobacterium_violaceum	110.521	0
GO:0046854: [BP] phosphatidylinositol phosphorylation|g__Corynebacterium.s__Corynebacterium_glutamicum	26.874	0
GO:0046854: [BP] phosphatidylinositol phosphorylation|g__Escherichia.s__Escherichia_coli	35.984	0
GO:0046854: [BP] phosphatidylinositol phosphorylation|g__Roseobacter.s__Roseobacter_denitrificans	36.69	0
GO:0046854: [BP] phosphatidylinositol phosphorylation|g__Staphylococcus.s__Staphylococcus_epidermidis	368.978	0
GO:0046854: [BP] phosphatidylinositol phosphorylation|unclassified	14.022	0
GO:0046855: [BP] inositol phosphate dephosphorylation	118.937	0
GO:0046855: [BP] inositol phosphate dephosphorylation|g__Chromobacterium.s__Chromobacterium_violaceum	110.521	0
GO:0046855: [BP] inositol phosphate dephosphorylation|unclassified	8.416	0
GO:0046857: [MF] oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor	113.63	0
GO:0046857: [MF] oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor|g__Chromobacterium.s__Chromobacterium_violaceum	66.1	0
GO:0046857: [MF] oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor|g__Escherichia.s__Escherichia_coli	29.425	0
GO:0046857: [MF] oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.105	0
GO:0046872: [MF] metal ion binding	18947.726	0
GO:0046872: [MF] metal ion binding|g__Chromobacterium.s__Chromobacterium_violaceum	1275.051	0
GO:0046872: [MF] metal ion binding|g__Corynebacterium.s__Corynebacterium_glutamicum	1559.375	0
GO:0046872: [MF] metal ion binding|g__Escherichia.s__Escherichia_coli	9316.312	0
GO:0046872: [MF] metal ion binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	1199.39	0
GO:0046872: [MF] metal ion binding|g__Roseobacter.s__Roseobacter_denitrificans	1003.629	0
GO:0046872: [MF] metal ion binding|g__Staphylococcus.s__Staphylococcus_epidermidis	1898.727	0
GO:0046872: [MF] metal ion binding|unclassified	2695.243	0
GO:0046873: [MF] metal ion transmembrane transporter activity	300.89	0
GO:0046873: [MF] metal ion transmembrane transporter activity|g__Escherichia.s__Escherichia_coli	270.617	0
GO:0046873: [MF] metal ion transmembrane transporter activity|unclassified	30.273	0
GO:0046892: [BP] peptidyl-S-carbamoyl-L-cysteine dehydration	21.682	0
GO:0046892: [BP] peptidyl-S-carbamoyl-L-cysteine dehydration|g__Escherichia.s__Escherichia_coli	21.682	0
GO:0046907: [BP] intracellular transport	41.91	0
GO:0046907: [BP] intracellular transport|g__Corynebacterium.s__Corynebacterium_glutamicum	41.91	0
GO:0046912: [MF] transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	29.637	0
GO:0046912: [MF] transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer|unclassified	29.637	0
GO:0046914: [MF] transition metal ion binding	156.308	0
GO:0046914: [MF] transition metal ion binding|g__Corynebacterium.s__Corynebacterium_glutamicum	39.673	0
GO:0046914: [MF] transition metal ion binding|g__Escherichia.s__Escherichia_coli	79.596	0
GO:0046914: [MF] transition metal ion binding|g__Roseobacter.s__Roseobacter_denitrificans	28.345	0
GO:0046914: [MF] transition metal ion binding|unclassified	8.694	0
GO:0046930: [CC] pore complex	272.815	0
GO:0046930: [CC] pore complex|g__Chromobacterium.s__Chromobacterium_violaceum	20.398	0
GO:0046930: [CC] pore complex|g__Escherichia.s__Escherichia_coli	212.858	0
GO:0046930: [CC] pore complex|g__Polaromonas.s__Polaromonas_naphthalenivorans	39.56	0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism	983.376	0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|g__Chromobacterium.s__Chromobacterium_violaceum	329.361	0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|g__Corynebacterium.s__Corynebacterium_glutamicum	30.446	0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|g__Escherichia.s__Escherichia_coli	58.874	0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|g__Polaromonas.s__Polaromonas_naphthalenivorans	200.197	0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|g__Roseobacter.s__Roseobacter_denitrificans	96.307	0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|g__Staphylococcus.s__Staphylococcus_epidermidis	229.748	0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|unclassified	38.442	0
GO:0046951: [BP] ketone body biosynthetic process	25.4	0
GO:0046951: [BP] ketone body biosynthetic process|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.4	0
GO:0046952: [BP] ketone body catabolic process	27.787	0
GO:0046952: [BP] ketone body catabolic process|g__Escherichia.s__Escherichia_coli	27.787	0
GO:0046982: [MF] protein heterodimerization activity	33.06	0
GO:0046982: [MF] protein heterodimerization activity|g__Escherichia.s__Escherichia_coli	30.552	0
GO:0046982: [MF] protein heterodimerization activity|unclassified	2.508	0
GO:0046983: [MF] protein dimerization activity	741.753	0
GO:0046983: [MF] protein dimerization activity|g__Chromobacterium.s__Chromobacterium_violaceum	43.528	0
GO:0046983: [MF] protein dimerization activity|g__Corynebacterium.s__Corynebacterium_glutamicum	73.177	0
GO:0046983: [MF] protein dimerization activity|g__Escherichia.s__Escherichia_coli	425.267	0
GO:0046983: [MF] protein dimerization activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	40.064	0
GO:0046983: [MF] protein dimerization activity|g__Roseobacter.s__Roseobacter_denitrificans	23.704	0
GO:0046983: [MF] protein dimerization activity|g__Staphylococcus.s__Staphylococcus_epidermidis	67.656	0
GO:0046983: [MF] protein dimerization activity|unclassified	68.357	0
GO:0046990: [MF] N-hydroxyarylamine O-acetyltransferase activity	36.519	0
GO:0046990: [MF] N-hydroxyarylamine O-acetyltransferase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	36.519	0
GO:0047001: [MF] 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity	179.899	0
GO:0047001: [MF] 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity|g__Escherichia.s__Escherichia_coli	179.899	0
GO:0047070: [MF] 3-carboxyethylcatechol 2,3-dioxygenase activity	34.372	0
GO:0047070: [MF] 3-carboxyethylcatechol 2,3-dioxygenase activity|g__Escherichia.s__Escherichia_coli	34.372	0
GO:0047091: [MF] L-lysine 6-monooxygenase (NADPH) activity	57.181	0
GO:0047091: [MF] L-lysine 6-monooxygenase (NADPH) activity|unclassified	57.181	0
GO:0047111: [MF] formate dehydrogenase (cytochrome-c-553) activity	34.532	0
GO:0047111: [MF] formate dehydrogenase (cytochrome-c-553) activity|unclassified	34.532	0
GO:0047112: [MF] pyruvate oxidase activity	29.899	0
GO:0047112: [MF] pyruvate oxidase activity|unclassified	29.899	0
GO:0047113: [MF] aldehyde dehydrogenase (quinone) activity	14.387	0
GO:0047113: [MF] aldehyde dehydrogenase (quinone) activity|g__Roseobacter.s__Roseobacter_denitrificans	14.387	0
GO:0047116: [MF] 1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase activity	16.981	0
GO:0047116: [MF] 1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	16.981	0
GO:0047117: [MF] enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity	12.136	0
GO:0047117: [MF] enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity|g__Staphylococcus.s__Staphylococcus_epidermidis	12.136	0
GO:0047134: [MF] protein-disulfide reductase activity	2417.256	0
GO:0047134: [MF] protein-disulfide reductase activity|g__Chromobacterium.s__Chromobacterium_violaceum	21.401	0
GO:0047134: [MF] protein-disulfide reductase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	323.226	0
GO:0047134: [MF] protein-disulfide reductase activity|g__Escherichia.s__Escherichia_coli	2011.726	0
GO:0047134: [MF] protein-disulfide reductase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	44.98	0
GO:0047134: [MF] protein-disulfide reductase activity|unclassified	15.922	0
GO:0047138: [MF] aquacobalamin reductase activity	26.987	0
GO:0047138: [MF] aquacobalamin reductase activity|unclassified	26.987	0
GO:0047150: [MF] betaine-homocysteine S-methyltransferase activity	64.025	0
GO:0047150: [MF] betaine-homocysteine S-methyltransferase activity|g__Escherichia.s__Escherichia_coli	64.025	0
GO:0047151: [MF] methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity	21.459	0
GO:0047151: [MF] methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity|unclassified	21.459	0
GO:0047154: [MF] methylmalonyl-CoA carboxytransferase activity	7.961	0
GO:0047154: [MF] methylmalonyl-CoA carboxytransferase activity|unclassified	7.961	0
GO:0047241: [MF] lipopolysaccharide N-acetylmannosaminouronosyltransferase activity	33.686	0
GO:0047241: [MF] lipopolysaccharide N-acetylmannosaminouronosyltransferase activity|g__Escherichia.s__Escherichia_coli	33.686	0
GO:0047265: [MF] poly(glycerol-phosphate) alpha-glucosyltransferase activity	19.609	0
GO:0047265: [MF] poly(glycerol-phosphate) alpha-glucosyltransferase activity|unclassified	19.609	0
GO:0047304: [MF] 2-aminoethylphosphonate-pyruvate transaminase activity	112.865	0
GO:0047304: [MF] 2-aminoethylphosphonate-pyruvate transaminase activity|g__Escherichia.s__Escherichia_coli	112.865	0
GO:0047307: [MF] diaminobutyrate-pyruvate transaminase activity	30.08	0
GO:0047307: [MF] diaminobutyrate-pyruvate transaminase activity|g__Chromobacterium.s__Chromobacterium_violaceum	30.08	0
GO:0047372: [MF] acylglycerol lipase activity	42.064	0
GO:0047372: [MF] acylglycerol lipase activity|g__Escherichia.s__Escherichia_coli	42.064	0
GO:0047405: [MF] pyrimidine-5'-nucleotide nucleosidase activity	25.907	0
GO:0047405: [MF] pyrimidine-5'-nucleotide nucleosidase activity|unclassified	25.907	0
GO:0047419: [MF] N-acetylgalactosamine-6-phosphate deacetylase activity	192.568	0
GO:0047419: [MF] N-acetylgalactosamine-6-phosphate deacetylase activity|g__Escherichia.s__Escherichia_coli	123.435	0
GO:0047419: [MF] N-acetylgalactosamine-6-phosphate deacetylase activity|unclassified	69.132	0
GO:0047429: [MF] nucleoside-triphosphate diphosphatase activity	1880.028	0
GO:0047429: [MF] nucleoside-triphosphate diphosphatase activity|g__Chromobacterium.s__Chromobacterium_violaceum	1485.351	0
GO:0047429: [MF] nucleoside-triphosphate diphosphatase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	48.436	0
GO:0047429: [MF] nucleoside-triphosphate diphosphatase activity|g__Escherichia.s__Escherichia_coli	151.39	0
GO:0047429: [MF] nucleoside-triphosphate diphosphatase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	121.365	0
GO:0047429: [MF] nucleoside-triphosphate diphosphatase activity|g__Roseobacter.s__Roseobacter_denitrificans	48.326	0
GO:0047429: [MF] nucleoside-triphosphate diphosphatase activity|unclassified	25.16	0
GO:0047437: [MF] 4-oxalocrotonate decarboxylase activity	17.249	0
GO:0047437: [MF] 4-oxalocrotonate decarboxylase activity|unclassified	17.249	0
GO:0047443: [MF] 4-hydroxy-4-methyl-2-oxoglutarate aldolase activity	190.683	0
GO:0047443: [MF] 4-hydroxy-4-methyl-2-oxoglutarate aldolase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	88.457	0
GO:0047443: [MF] 4-hydroxy-4-methyl-2-oxoglutarate aldolase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	102.226	0
GO:0047448: [MF] 5-dehydro-4-deoxyglucarate dehydratase activity	56.985	0
GO:0047448: [MF] 5-dehydro-4-deoxyglucarate dehydratase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	56.985	0
GO:0047451: [MF] 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	63.555	0
GO:0047451: [MF] 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity|g__Escherichia.s__Escherichia_coli	15.251	0
GO:0047451: [MF] 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
GO:0047451: [MF] 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity|unclassified	10.393	0
GO:0047456: [MF] 2-methylisocitrate dehydratase activity	28.537	0
GO:0047456: [MF] 2-methylisocitrate dehydratase activity|g__Chromobacterium.s__Chromobacterium_violaceum	1.62	0
GO:0047456: [MF] 2-methylisocitrate dehydratase activity|g__Escherichia.s__Escherichia_coli	20.484	0
GO:0047456: [MF] 2-methylisocitrate dehydratase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.433	0
GO:0047465: [MF] N-acylglucosamine-6-phosphate 2-epimerase activity	28.728	0
GO:0047465: [MF] N-acylglucosamine-6-phosphate 2-epimerase activity|g__Escherichia.s__Escherichia_coli	28.728	0
GO:0047470: [MF] (1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity	45.525	0
GO:0047470: [MF] (1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity|unclassified	45.525	0
GO:0047472: [MF] 3-carboxy-cis,cis-muconate cycloisomerase activity	41.957	0
GO:0047472: [MF] 3-carboxy-cis,cis-muconate cycloisomerase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	41.957	0
GO:0047474: [MF] long-chain fatty acid luciferin component ligase activity	22.545	0
GO:0047474: [MF] long-chain fatty acid luciferin component ligase activity|g__Chromobacterium.s__Chromobacterium_violaceum	22.545	0
GO:0047475: [MF] phenylacetate-CoA ligase activity	58.58	0
GO:0047475: [MF] phenylacetate-CoA ligase activity|g__Chromobacterium.s__Chromobacterium_violaceum	14.934	0
GO:0047475: [MF] phenylacetate-CoA ligase activity|unclassified	43.646	0
GO:0047480: [MF] UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity	98.945	0
GO:0047480: [MF] UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity|g__Chromobacterium.s__Chromobacterium_violaceum	16.119	0
GO:0047480: [MF] UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity|g__Escherichia.s__Escherichia_coli	34.614	0
GO:0047480: [MF] UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity|unclassified	48.213	0
GO:0047482: [MF] UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase activity	31.265	0
GO:0047482: [MF] UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	31.265	0
GO:0047485: [MF] protein N-terminus binding	41.995	0
GO:0047485: [MF] protein N-terminus binding|g__Escherichia.s__Escherichia_coli	35.686	0
GO:0047485: [MF] protein N-terminus binding|g__Staphylococcus.s__Staphylococcus_epidermidis	6.308	0
GO:0047487: [MF] oligogalacturonide lyase activity	59.035	0
GO:0047487: [MF] oligogalacturonide lyase activity|unclassified	59.035	0
GO:0047545: [MF] 2-hydroxyglutarate dehydrogenase activity	25.778	0
GO:0047545: [MF] 2-hydroxyglutarate dehydrogenase activity|g__Escherichia.s__Escherichia_coli	25.778	0
GO:0047547: [MF] 2-methylcitrate dehydratase activity	17.626	0
GO:0047547: [MF] 2-methylcitrate dehydratase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	9.957	0
GO:0047547: [MF] 2-methylcitrate dehydratase activity|g__Escherichia.s__Escherichia_coli	7.67	0
GO:0047554: [MF] 2-pyrone-4,6-dicarboxylate lactonase activity	57.617	0
GO:0047554: [MF] 2-pyrone-4,6-dicarboxylate lactonase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	57.617	0
GO:0047559: [MF] 3-dehydro-L-gulonate 2-dehydrogenase activity	13.236	0
GO:0047559: [MF] 3-dehydro-L-gulonate 2-dehydrogenase activity|unclassified	13.236	0
GO:0047569: [MF] 3-oxoadipate CoA-transferase activity	81.867	0
GO:0047569: [MF] 3-oxoadipate CoA-transferase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	23.415	0
GO:0047569: [MF] 3-oxoadipate CoA-transferase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	58.452	0
GO:0047571: [MF] 3-oxosteroid 1-dehydrogenase activity	4.087	0
GO:0047571: [MF] 3-oxosteroid 1-dehydrogenase activity|unclassified	4.087	0
GO:0047589: [MF] 5-aminovalerate transaminase activity	66.478	0
GO:0047589: [MF] 5-aminovalerate transaminase activity|g__Escherichia.s__Escherichia_coli	46.32	0
GO:0047589: [MF] 5-aminovalerate transaminase activity|g__Roseobacter.s__Roseobacter_denitrificans	3.48	0
GO:0047589: [MF] 5-aminovalerate transaminase activity|unclassified	16.678	0
GO:0047590: [MF] 5-dehydro-2-deoxygluconokinase activity	11.276	0
GO:0047590: [MF] 5-dehydro-2-deoxygluconokinase activity|g__Escherichia.s__Escherichia_coli	11.276	0
GO:0047605: [MF] acetolactate decarboxylase activity	27.11	0
GO:0047605: [MF] acetolactate decarboxylase activity|g__Escherichia.s__Escherichia_coli	14.016	0
GO:0047605: [MF] acetolactate decarboxylase activity|unclassified	13.094	0
GO:0047609: [MF] acetylputrescine deacetylase activity	24.406	0
GO:0047609: [MF] acetylputrescine deacetylase activity|g__Chromobacterium.s__Chromobacterium_violaceum	13.898	0
GO:0047609: [MF] acetylputrescine deacetylase activity|g__Roseobacter.s__Roseobacter_denitrificans	10.508	0
GO:0047617: [MF] acyl-CoA hydrolase activity	103.546	0
GO:0047617: [MF] acyl-CoA hydrolase activity|g__Escherichia.s__Escherichia_coli	103.546	0
GO:0047631: [MF] ADP-ribose diphosphatase activity	58.823	0
GO:0047631: [MF] ADP-ribose diphosphatase activity|g__Roseobacter.s__Roseobacter_denitrificans	10.28	0
GO:0047631: [MF] ADP-ribose diphosphatase activity|unclassified	48.544	0
GO:0047646: [MF] alkanal monooxygenase (FMN-linked) activity	33.581	0
GO:0047646: [MF] alkanal monooxygenase (FMN-linked) activity|g__Escherichia.s__Escherichia_coli	33.581	0
